data2,data1,loggerUid,logDateTime,dateTime
15.44,40536,E246BC5B819D,1653060600,20-05-2022 07:30:00
15.75,45769,E246BC5B819D,1653061500,20-05-2022 07:45:00
16.75,51178,E246BC5B819D,1653062400,20-05-2022 08:00:00
17.88,56595,E246BC5B819D,1653063300,20-05-2022 08:15:00
18.31,61860,E246BC5B819D,1653064200,20-05-2022 08:30:00
20.19,65535,E246BC5B819D,1653065100,20-05-2022 08:45:00
20.69,65535,E246BC5B819D,1653066000,20-05-2022 09:00:00
21.44,65535,E246BC5B819D,1653066900,20-05-2022 09:15:00
22.63,65535,E246BC5B819D,1653067800,20-05-2022 09:30:00
23.19,65535,E246BC5B819D,1653068700,20-05-2022 09:45:00
23.63,65535,E246BC5B819D,1653069600,20-05-2022 10:00:00
24.5,65535,E246BC5B819D,1653070500,20-05-2022 10:15:00
25.38,65535,E246BC5B819D,1653071400,20-05-2022 10:30:00
25.69,65535,E246BC5B819D,1653072300,20-05-2022 10:45:00
26.31,65535,E246BC5B819D,1653073200,20-05-2022 11:00:00
26.25,65535,E246BC5B819D,1653074100,20-05-2022 11:15:00
28.06,65535,E246BC5B819D,1653075000,20-05-2022 11:30:00
27.19,65535,E246BC5B819D,1653075900,20-05-2022 11:45:00
28,65535,E246BC5B819D,1653076800,20-05-2022 12:00:00
28.94,65535,E246BC5B819D,1653077700,20-05-2022 12:15:00
28.44,65535,E246BC5B819D,1653078600,20-05-2022 12:30:00
28.63,65535,E246BC5B819D,1653079500,20-05-2022 12:45:00
29.06,65535,E246BC5B819D,1653080400,20-05-2022 13:00:00
29.38,65535,E246BC5B819D,1653081300,20-05-2022 13:15:00
28.88,65535,E246BC5B819D,1653082200,20-05-2022 13:30:00
29.31,65535,E246BC5B819D,1653083100,20-05-2022 13:45:00
28.94,65535,E246BC5B819D,1653084000,20-05-2022 14:00:00
29.06,65535,E246BC5B819D,1653084900,20-05-2022 14:15:00
29.19,65535,E246BC5B819D,1653085800,20-05-2022 14:30:00
29.56,65535,E246BC5B819D,1653086700,20-05-2022 14:45:00
29.81,65535,E246BC5B819D,1653087600,20-05-2022 15:00:00
30.13,65535,E246BC5B819D,1653088500,20-05-2022 15:15:00
30.25,65535,E246BC5B819D,1653089400,20-05-2022 15:30:00
30.44,65535,E246BC5B819D,1653090300,20-05-2022 15:45:00
30.69,65535,E246BC5B819D,1653091200,20-05-2022 16:00:00
30.5,65535,E246BC5B819D,1653092100,20-05-2022 16:15:00
30.31,65535,E246BC5B819D,1653093000,20-05-2022 16:30:00
30.38,65535,E246BC5B819D,1653093900,20-05-2022 16:45:00
30.25,65535,E246BC5B819D,1653094800,20-05-2022 17:00:00
30.38,65535,E246BC5B819D,1653095700,20-05-2022 17:15:00
30.44,65535,E246BC5B819D,1653096600,20-05-2022 17:30:00
30.5,65535,E246BC5B819D,1653097500,20-05-2022 17:45:00
31.44,65535,E246BC5B819D,1653098400,20-05-2022 18:00:00
30.69,65535,E246BC5B819D,1653099300,20-05-2022 18:15:00
30.25,65535,E246BC5B819D,1653100200,20-05-2022 18:30:00
30,65535,E246BC5B819D,1653101100,20-05-2022 18:45:00
29.5,64864,E246BC5B819D,1653102000,20-05-2022 19:00:00
29.31,59629,E246BC5B819D,1653102900,20-05-2022 19:15:00
28.81,54596,E246BC5B819D,1653103800,20-05-2022 19:30:00
28.88,49557,E246BC5B819D,1653104700,20-05-2022 19:45:00
28.19,44575,E246BC5B819D,1653105600,20-05-2022 20:00:00
27.5,39612,E246BC5B819D,1653106500,20-05-2022 20:15:00
27.19,34868,E246BC5B819D,1653107400,20-05-2022 20:30:00
26.19,30314,E246BC5B819D,1653108300,20-05-2022 20:45:00
25.31,25657,E246BC5B819D,1653109200,20-05-2022 21:00:00
25.06,20770,E246BC5B819D,1653110100,20-05-2022 21:15:00
24.06,16290,E246BC5B819D,1653111000,20-05-2022 21:30:00
22.25,12302,E246BC5B819D,1653111900,20-05-2022 21:45:00
18.63,8441,E246BC5B819D,1653112800,20-05-2022 22:00:00
15.5,5738,E246BC5B819D,1653113700,20-05-2022 22:15:00
14.31,4664,E246BC5B819D,1653114600,20-05-2022 22:30:00
13.5,3588,E246BC5B819D,1653115500,20-05-2022 22:45:00
13.44,2646,E246BC5B819D,1653116400,20-05-2022 23:00:00
13.19,1830,E246BC5B819D,1653117300,20-05-2022 23:15:00
13.44,1169,E246BC5B819D,1653118200,20-05-2022 23:30:00
12.69,700,E246BC5B819D,1653119100,20-05-2022 23:45:00
12,400,E246BC5B819D,1653120000,21-05-2022 00:00:00
11.13,222,E246BC5B819D,1653120900,21-05-2022 00:15:00
10.81,125,E246BC5B819D,1653121800,21-05-2022 00:30:00
10.5,73,E246BC5B819D,1653122700,21-05-2022 00:45:00
10.5,45,E246BC5B819D,1653123600,21-05-2022 01:00:00
10.13,32,E246BC5B819D,1653124500,21-05-2022 01:15:00
9.63,24,E246BC5B819D,1653125400,21-05-2022 01:30:00
9.38,20,E246BC5B819D,1653126300,21-05-2022 01:45:00
9.19,21,E246BC5B819D,1653127200,21-05-2022 02:00:00
8.75,22,E246BC5B819D,1653128100,21-05-2022 02:15:00
8.19,28,E246BC5B819D,1653129000,21-05-2022 02:30:00
7.63,39,E246BC5B819D,1653129900,21-05-2022 02:45:00
7.25,60,E246BC5B819D,1653130800,21-05-2022 03:00:00
7.38,103,E246BC5B819D,1653131700,21-05-2022 03:15:00
6.31,181,E246BC5B819D,1653132600,21-05-2022 03:30:00
6.75,317,E246BC5B819D,1653133500,21-05-2022 03:45:00
6.5,550,E246BC5B819D,1653134400,21-05-2022 04:00:00
5.31,1010,E246BC5B819D,1653135300,21-05-2022 04:15:00
4.94,1622,E246BC5B819D,1653136200,21-05-2022 04:30:00
4.81,2446,E246BC5B819D,1653137100,21-05-2022 04:45:00
4.63,3383,E246BC5B819D,1653138000,21-05-2022 05:00:00
4.75,4413,E246BC5B819D,1653138900,21-05-2022 05:15:00
5.38,5466,E246BC5B819D,1653139800,21-05-2022 05:30:00
6.88,8069,E246BC5B819D,1653140700,21-05-2022 05:45:00
6,7333,E246BC5B819D,1653141600,21-05-2022 06:00:00
6.25,8275,E246BC5B819D,1653142500,21-05-2022 06:15:00
6.75,9188,E246BC5B819D,1653143400,21-05-2022 06:30:00
8.25,11478,E246BC5B819D,1653144300,21-05-2022 06:45:00
12.56,30888,E246BC5B819D,1653145200,21-05-2022 07:00:00
15.88,35847,E246BC5B819D,1653146100,21-05-2022 07:15:00
17.75,41251,E246BC5B819D,1653147000,21-05-2022 07:30:00
19.88,46583,E246BC5B819D,1653147900,21-05-2022 07:45:00
20.31,51933,E246BC5B819D,1653148800,21-05-2022 08:00:00
22.13,57307,E246BC5B819D,1653149700,21-05-2022 08:15:00
24,62663,E246BC5B819D,1653150600,21-05-2022 08:30:00
23.5,65535,E246BC5B819D,1653151500,21-05-2022 08:45:00
23.38,65535,E246BC5B819D,1653152400,21-05-2022 09:00:00
24.25,65535,E246BC5B819D,1653153300,21-05-2022 09:15:00
25.06,65535,E246BC5B819D,1653154200,21-05-2022 09:30:00
25.5,65535,E246BC5B819D,1653155100,21-05-2022 09:45:00
26.81,65535,E246BC5B819D,1653156000,21-05-2022 10:00:00
27,65535,E246BC5B819D,1653156900,21-05-2022 10:15:00
28.25,65535,E246BC5B819D,1653157800,21-05-2022 10:30:00
28.06,65535,E246BC5B819D,1653158700,21-05-2022 10:45:00
28.88,65535,E246BC5B819D,1653159600,21-05-2022 11:00:00
28.63,65535,E246BC5B819D,1653160500,21-05-2022 11:15:00
29.56,65535,E246BC5B819D,1653161400,21-05-2022 11:30:00
29.38,65535,E246BC5B819D,1653162300,21-05-2022 11:45:00
29.5,65535,E246BC5B819D,1653163200,21-05-2022 12:00:00
30.13,65535,E246BC5B819D,1653164100,21-05-2022 12:15:00
29.31,65535,E246BC5B819D,1653165000,21-05-2022 12:30:00
30.44,65535,E246BC5B819D,1653165900,21-05-2022 12:45:00
32.31,65535,E246BC5B819D,1653166800,21-05-2022 13:00:00
32.69,65535,E246BC5B819D,1653167700,21-05-2022 13:15:00
31.75,65535,E246BC5B819D,1653168600,21-05-2022 13:30:00
31.75,65535,E246BC5B819D,1653169500,21-05-2022 13:45:00
32.19,65535,E246BC5B819D,1653170400,21-05-2022 14:00:00
33.69,65535,E246BC5B819D,1653171300,21-05-2022 14:15:00
32.94,65535,E246BC5B819D,1653172200,21-05-2022 14:30:00
32.94,65535,E246BC5B819D,1653173100,21-05-2022 14:45:00
32.69,65535,E246BC5B819D,1653174000,21-05-2022 15:00:00
32.81,65535,E246BC5B819D,1653174900,21-05-2022 15:15:00
32.69,65535,E246BC5B819D,1653175800,21-05-2022 15:30:00
33.13,65535,E246BC5B819D,1653176700,21-05-2022 15:45:00
31.56,65535,E246BC5B819D,1653177600,21-05-2022 16:00:00
31.94,65535,E246BC5B819D,1653178500,21-05-2022 16:15:00
32.56,65535,E246BC5B819D,1653179400,21-05-2022 16:30:00
32.81,65535,E246BC5B819D,1653180300,21-05-2022 16:45:00
34.13,65535,E246BC5B819D,1653181200,21-05-2022 17:00:00
31.75,65535,E246BC5B819D,1653182100,21-05-2022 17:15:00
31.06,65535,E246BC5B819D,1653183000,21-05-2022 17:30:00
31.31,65535,E246BC5B819D,1653183900,21-05-2022 17:45:00
30.56,65535,E246BC5B819D,1653184800,21-05-2022 18:00:00
29.06,58982,E246BC5B819D,1653185700,21-05-2022 18:15:00
27.88,64041,E246BC5B819D,1653186600,21-05-2022 18:30:00
24.75,43205,E246BC5B819D,1653187500,21-05-2022 18:45:00
23,35379,E246BC5B819D,1653188400,21-05-2022 19:00:00
22.31,32018,E246BC5B819D,1653189300,21-05-2022 19:15:00
23.5,37263,E246BC5B819D,1653190200,21-05-2022 19:30:00
24.44,48806,E246BC5B819D,1653191100,21-05-2022 19:45:00
25.75,43510,E246BC5B819D,1653192000,21-05-2022 20:00:00
24.25,41873,E246BC5B819D,1653192900,21-05-2022 20:15:00
21.94,26722,E246BC5B819D,1653193800,21-05-2022 20:30:00
20,22005,E246BC5B819D,1653194700,21-05-2022 20:45:00
19.31,19045,E246BC5B819D,1653195600,21-05-2022 21:00:00
18.5,15649,E246BC5B819D,1653196500,21-05-2022 21:15:00
18.25,13157,E246BC5B819D,1653197400,21-05-2022 21:30:00
17.5,12070,E246BC5B819D,1653198300,21-05-2022 21:45:00
16.94,9686,E246BC5B819D,1653199200,21-05-2022 22:00:00
16.56,8101,E246BC5B819D,1653200100,21-05-2022 22:15:00
15.94,6654,E246BC5B819D,1653201000,21-05-2022 22:30:00
15.5,4724,E246BC5B819D,1653201900,21-05-2022 22:45:00
14.88,3066,E246BC5B819D,1653202800,21-05-2022 23:00:00
14.06,2030,E246BC5B819D,1653203700,21-05-2022 23:15:00
13.31,1329,E246BC5B819D,1653204600,21-05-2022 23:30:00
12.88,886,E246BC5B819D,1653205500,21-05-2022 23:45:00
12.44,536,E246BC5B819D,1653206400,22-05-2022 00:00:00
12.25,327,E246BC5B819D,1653207300,22-05-2022 00:15:00
11.94,182,E246BC5B819D,1653208200,22-05-2022 00:30:00
11.56,100,E246BC5B819D,1653209100,22-05-2022 00:45:00
11.19,64,E246BC5B819D,1653210000,22-05-2022 01:00:00
10.81,43,E246BC5B819D,1653210900,22-05-2022 01:15:00
10.25,32,E246BC5B819D,1653211800,22-05-2022 01:30:00
10.06,28,E246BC5B819D,1653212700,22-05-2022 01:45:00
9.94,28,E246BC5B819D,1653213600,22-05-2022 02:00:00
9.75,31,E246BC5B819D,1653214500,22-05-2022 02:15:00
9.56,38,E246BC5B819D,1653215400,22-05-2022 02:30:00
9.38,50,E246BC5B819D,1653216300,22-05-2022 02:45:00
9.13,75,E246BC5B819D,1653217200,22-05-2022 03:00:00
8.94,122,E246BC5B819D,1653218100,22-05-2022 03:15:00
8.56,211,E246BC5B819D,1653219000,22-05-2022 03:30:00
8.19,369,E246BC5B819D,1653219900,22-05-2022 03:45:00
7.94,632,E246BC5B819D,1653220800,22-05-2022 04:00:00
7.81,1046,E246BC5B819D,1653221700,22-05-2022 04:15:00
7.75,1641,E246BC5B819D,1653222600,22-05-2022 04:30:00
7.5,2417,E246BC5B819D,1653223500,22-05-2022 04:45:00
7.63,3324,E246BC5B819D,1653224400,22-05-2022 05:00:00
7.56,4298,E246BC5B819D,1653225300,22-05-2022 05:15:00
7.56,5331,E246BC5B819D,1653226200,22-05-2022 05:30:00
8.94,8537,E246BC5B819D,1653227100,22-05-2022 05:45:00
8.06,7151,E246BC5B819D,1653228000,22-05-2022 06:00:00
8.31,8151,E246BC5B819D,1653228900,22-05-2022 06:15:00
8.56,9013,E246BC5B819D,1653229800,22-05-2022 06:30:00
9.88,12128,E246BC5B819D,1653230700,22-05-2022 06:45:00
14.06,31782,E246BC5B819D,1653231600,22-05-2022 07:00:00
15.81,36786,E246BC5B819D,1653232500,22-05-2022 07:15:00
16.5,41833,E246BC5B819D,1653233400,22-05-2022 07:30:00
17.31,46853,E246BC5B819D,1653234300,22-05-2022 07:45:00
18.81,52165,E246BC5B819D,1653235200,22-05-2022 08:00:00
19.69,58151,E246BC5B819D,1653236100,22-05-2022 08:15:00
21.5,62644,E246BC5B819D,1653237000,22-05-2022 08:30:00
23.13,65535,E246BC5B819D,1653237900,22-05-2022 08:45:00
23.75,65535,E246BC5B819D,1653238800,22-05-2022 09:00:00
25.13,65535,E246BC5B819D,1653239700,22-05-2022 09:15:00
26.13,65535,E246BC5B819D,1653240600,22-05-2022 09:30:00
26.56,65535,E246BC5B819D,1653241500,22-05-2022 09:45:00
27.25,65535,E246BC5B819D,1653242400,22-05-2022 10:00:00
26.38,65535,E246BC5B819D,1653243300,22-05-2022 10:15:00
27.13,65535,E246BC5B819D,1653244200,22-05-2022 10:30:00
26.69,65535,E246BC5B819D,1653245100,22-05-2022 10:45:00
28.5,65535,E246BC5B819D,1653246000,22-05-2022 11:00:00
28.75,65535,E246BC5B819D,1653246900,22-05-2022 11:15:00
27.31,65535,E246BC5B819D,1653247800,22-05-2022 11:30:00
27.38,65535,E246BC5B819D,1653248700,22-05-2022 11:45:00
27.31,65535,E246BC5B819D,1653249600,22-05-2022 12:00:00
27.44,65535,E246BC5B819D,1653250500,22-05-2022 12:15:00
27,65535,E246BC5B819D,1653251400,22-05-2022 12:30:00
27.75,65535,E246BC5B819D,1653252300,22-05-2022 12:45:00
27.69,65535,E246BC5B819D,1653253200,22-05-2022 13:00:00
27.38,65535,E246BC5B819D,1653254100,22-05-2022 13:15:00
27.5,65535,E246BC5B819D,1653255000,22-05-2022 13:30:00
27,65535,E246BC5B819D,1653255900,22-05-2022 13:45:00
27.88,65535,E246BC5B819D,1653256800,22-05-2022 14:00:00
27.19,65535,E246BC5B819D,1653257700,22-05-2022 14:15:00
27.13,65535,E246BC5B819D,1653258600,22-05-2022 14:30:00
26.94,65535,E246BC5B819D,1653259500,22-05-2022 14:45:00
27.06,65535,E246BC5B819D,1653260400,22-05-2022 15:00:00
26.38,65535,E246BC5B819D,1653261300,22-05-2022 15:15:00
26.5,65535,E246BC5B819D,1653262200,22-05-2022 15:30:00
28,65535,E246BC5B819D,1653263100,22-05-2022 15:45:00
26.69,65535,E246BC5B819D,1653264000,22-05-2022 16:00:00
26.44,65535,E246BC5B819D,1653264900,22-05-2022 16:15:00
26.06,65535,E246BC5B819D,1653265800,22-05-2022 16:30:00
26.25,65535,E246BC5B819D,1653266700,22-05-2022 16:45:00
26.56,65535,E246BC5B819D,1653267600,22-05-2022 17:00:00
26.19,65535,E246BC5B819D,1653268500,22-05-2022 17:15:00
26.5,65535,E246BC5B819D,1653269400,22-05-2022 17:30:00
25.19,65535,E246BC5B819D,1653270300,22-05-2022 17:45:00
25.56,65535,E246BC5B819D,1653271200,22-05-2022 18:00:00
24.63,65535,E246BC5B819D,1653272100,22-05-2022 18:15:00
24.31,65535,E246BC5B819D,1653273000,22-05-2022 18:30:00
25.13,65535,E246BC5B819D,1653273900,22-05-2022 18:45:00
24.19,65535,E246BC5B819D,1653274800,22-05-2022 19:00:00
23.75,62241,E246BC5B819D,1653275700,22-05-2022 19:15:00
24.44,56968,E246BC5B819D,1653276600,22-05-2022 19:30:00
22.63,51834,E246BC5B819D,1653277500,22-05-2022 19:45:00
21.88,47075,E246BC5B819D,1653278400,22-05-2022 20:00:00
21.94,42091,E246BC5B819D,1653279300,22-05-2022 20:15:00
20.75,37226,E246BC5B819D,1653280200,22-05-2022 20:30:00
19.94,32523,E246BC5B819D,1653281100,22-05-2022 20:45:00
19.63,28018,E246BC5B819D,1653282000,22-05-2022 21:00:00
18.75,22790,E246BC5B819D,1653282900,22-05-2022 21:15:00
17.56,17725,E246BC5B819D,1653283800,22-05-2022 21:30:00
16.5,13888,E246BC5B819D,1653284700,22-05-2022 21:45:00
13.38,9364,E246BC5B819D,1653285600,22-05-2022 22:00:00
11.44,5624,E246BC5B819D,1653286500,22-05-2022 22:15:00
11.13,4664,E246BC5B819D,1653287400,22-05-2022 22:30:00
10.69,3755,E246BC5B819D,1653288300,22-05-2022 22:45:00
10.13,2907,E246BC5B819D,1653289200,22-05-2022 23:00:00
9.56,2111,E246BC5B819D,1653290100,22-05-2022 23:15:00
9,1434,E246BC5B819D,1653291000,22-05-2022 23:30:00
8.44,897,E246BC5B819D,1653291900,22-05-2022 23:45:00
8.31,536,E246BC5B819D,1653292800,23-05-2022 00:00:00
7.75,313,E246BC5B819D,1653293700,23-05-2022 00:15:00
6.44,182,E246BC5B819D,1653294600,23-05-2022 00:30:00
6.88,110,E246BC5B819D,1653295500,23-05-2022 00:45:00
6.94,70,E246BC5B819D,1653296400,23-05-2022 01:00:00
6.75,49,E246BC5B819D,1653297300,23-05-2022 01:15:00
5.88,38,E246BC5B819D,1653298200,23-05-2022 01:30:00
5.88,34,E246BC5B819D,1653299100,23-05-2022 01:45:00
5.94,33,E246BC5B819D,1653300000,23-05-2022 02:00:00
5.13,37,E246BC5B819D,1653300900,23-05-2022 02:15:00
5.19,46,E246BC5B819D,1653301800,23-05-2022 02:30:00
4.19,63,E246BC5B819D,1653302700,23-05-2022 02:45:00
3.5,96,E246BC5B819D,1653303600,23-05-2022 03:00:00
3.56,155,E246BC5B819D,1653304500,23-05-2022 03:15:00
3.69,261,E246BC5B819D,1653305400,23-05-2022 03:30:00
4.38,437,E246BC5B819D,1653306300,23-05-2022 03:45:00
4,722,E246BC5B819D,1653307200,23-05-2022 04:00:00
4.25,1168,E246BC5B819D,1653308100,23-05-2022 04:15:00
4.19,1761,E246BC5B819D,1653309000,23-05-2022 04:30:00
3.94,2482,E246BC5B819D,1653309900,23-05-2022 04:45:00
3.13,3297,E246BC5B819D,1653310800,23-05-2022 05:00:00
3,4169,E246BC5B819D,1653311700,23-05-2022 05:15:00
3.06,5077,E246BC5B819D,1653312600,23-05-2022 05:30:00
5.38,9242,E246BC5B819D,1653313500,23-05-2022 05:45:00
4.19,6588,E246BC5B819D,1653314400,23-05-2022 06:00:00
4.38,7274,E246BC5B819D,1653315300,23-05-2022 06:15:00
4.56,7970,E246BC5B819D,1653316200,23-05-2022 06:30:00
6.19,12271,E246BC5B819D,1653317100,23-05-2022 06:45:00
10.44,34109,E246BC5B819D,1653318000,23-05-2022 07:00:00
11.69,38991,E246BC5B819D,1653318900,23-05-2022 07:15:00
13.56,44020,E246BC5B819D,1653319800,23-05-2022 07:30:00
15.25,49328,E246BC5B819D,1653320700,23-05-2022 07:45:00
14.44,54577,E246BC5B819D,1653321600,23-05-2022 08:00:00
15.25,59886,E246BC5B819D,1653322500,23-05-2022 08:15:00
16.44,65503,E246BC5B819D,1653323400,23-05-2022 08:30:00
17.75,65535,E246BC5B819D,1653324300,23-05-2022 08:45:00
19.06,65535,E246BC5B819D,1653325200,23-05-2022 09:00:00
19.38,65535,E246BC5B819D,1653326100,23-05-2022 09:15:00
18.63,65535,E246BC5B819D,1653327000,23-05-2022 09:30:00
19.56,65535,E246BC5B819D,1653327900,23-05-2022 09:45:00
19.75,65535,E246BC5B819D,1653328800,23-05-2022 10:00:00
20.19,65535,E246BC5B819D,1653329700,23-05-2022 10:15:00
20.56,65535,E246BC5B819D,1653330600,23-05-2022 10:30:00
21.94,65535,E246BC5B819D,1653331500,23-05-2022 10:45:00
22.75,65535,E246BC5B819D,1653332400,23-05-2022 11:00:00
24.25,65535,E246BC5B819D,1653333300,23-05-2022 11:15:00
21.13,65535,E246BC5B819D,1653334200,23-05-2022 11:30:00
23.06,65535,E246BC5B819D,1653335100,23-05-2022 11:45:00
22.69,65535,E246BC5B819D,1653336000,23-05-2022 12:00:00
24.06,65535,E246BC5B819D,1653336900,23-05-2022 12:15:00
22.56,65535,E246BC5B819D,1653337800,23-05-2022 12:30:00
23,65535,E246BC5B819D,1653338700,23-05-2022 12:45:00
24.19,65535,E246BC5B819D,1653339600,23-05-2022 13:00:00
23.19,65535,E246BC5B819D,1653340500,23-05-2022 13:15:00
24.88,65535,E246BC5B819D,1653341400,23-05-2022 13:30:00
24.06,65535,E246BC5B819D,1653342300,23-05-2022 13:45:00
23.19,65535,E246BC5B819D,1653343200,23-05-2022 14:00:00
23.06,65535,E246BC5B819D,1653344100,23-05-2022 14:15:00
23.06,65535,E246BC5B819D,1653345000,23-05-2022 14:30:00
24.19,65535,E246BC5B819D,1653345900,23-05-2022 14:45:00
23.94,65535,E246BC5B819D,1653346800,23-05-2022 15:00:00
23.44,65535,E246BC5B819D,1653347700,23-05-2022 15:15:00
23.75,65535,E246BC5B819D,1653348600,23-05-2022 15:30:00
23.88,65535,E246BC5B819D,1653349500,23-05-2022 15:45:00
22.94,65535,E246BC5B819D,1653350400,23-05-2022 16:00:00
24.13,65535,E246BC5B819D,1653351300,23-05-2022 16:15:00
24.56,65535,E246BC5B819D,1653352200,23-05-2022 16:30:00
23.81,65535,E246BC5B819D,1653353100,23-05-2022 16:45:00
23.44,65535,E246BC5B819D,1653354000,23-05-2022 17:00:00
23.5,65535,E246BC5B819D,1653354900,23-05-2022 17:15:00
24,65535,E246BC5B819D,1653355800,23-05-2022 17:30:00
24.38,65535,E246BC5B819D,1653356700,23-05-2022 17:45:00
24.44,65535,E246BC5B819D,1653357600,23-05-2022 18:00:00
24.25,65535,E246BC5B819D,1653358500,23-05-2022 18:15:00
23.25,65535,E246BC5B819D,1653359400,23-05-2022 18:30:00
22.94,65535,E246BC5B819D,1653360300,23-05-2022 18:45:00
22.19,65535,E246BC5B819D,1653361200,23-05-2022 19:00:00
23.13,62434,E246BC5B819D,1653362100,23-05-2022 19:15:00
22,57458,E246BC5B819D,1653363000,23-05-2022 19:30:00
21.63,52519,E246BC5B819D,1653363900,23-05-2022 19:45:00
21.81,47264,E246BC5B819D,1653364800,23-05-2022 20:00:00
21.38,42203,E246BC5B819D,1653365700,23-05-2022 20:15:00
20.25,37662,E246BC5B819D,1653366600,23-05-2022 20:30:00
19.63,32691,E246BC5B819D,1653367500,23-05-2022 20:45:00
18.88,28370,E246BC5B819D,1653368400,23-05-2022 21:00:00
17.56,23519,E246BC5B819D,1653369300,23-05-2022 21:15:00
16.69,18656,E246BC5B819D,1653370200,23-05-2022 21:30:00
15.25,14399,E246BC5B819D,1653371100,23-05-2022 21:45:00
12.06,9801,E246BC5B819D,1653372000,23-05-2022 22:00:00
9.63,5751,E246BC5B819D,1653372900,23-05-2022 22:15:00
8.75,4841,E246BC5B819D,1653373800,23-05-2022 22:30:00
8.19,3913,E246BC5B819D,1653374700,23-05-2022 22:45:00
7.69,3021,E246BC5B819D,1653375600,23-05-2022 23:00:00
7.44,2218,E246BC5B819D,1653376500,23-05-2022 23:15:00
7.06,1530,E246BC5B819D,1653377400,23-05-2022 23:30:00
6.81,969,E246BC5B819D,1653378300,23-05-2022 23:45:00
