data2,data1,loggerUid,logDateTime,dateTime
9.94,23,F538FD770D95,1653125400,21-05-2022 01:30:00
9.69,19,F538FD770D95,1653126300,21-05-2022 01:45:00
9.44,19,F538FD770D95,1653127200,21-05-2022 02:00:00
9,21,F538FD770D95,1653128100,21-05-2022 02:15:00
8.56,26,F538FD770D95,1653129000,21-05-2022 02:30:00
7.94,36,F538FD770D95,1653129900,21-05-2022 02:45:00
7.63,56,F538FD770D95,1653130800,21-05-2022 03:00:00
7.75,95,F538FD770D95,1653131700,21-05-2022 03:15:00
6.63,168,F538FD770D95,1653132600,21-05-2022 03:30:00
7.19,292,F538FD770D95,1653133500,21-05-2022 03:45:00
6.75,508,F538FD770D95,1653134400,21-05-2022 04:00:00
5.63,930,F538FD770D95,1653135300,21-05-2022 04:15:00
5.31,1496,F538FD770D95,1653136200,21-05-2022 04:30:00
5.19,2260,F538FD770D95,1653137100,21-05-2022 04:45:00
4.94,3130,F538FD770D95,1653138000,21-05-2022 05:00:00
5.06,4082,F538FD770D95,1653138900,21-05-2022 05:15:00
5.75,5067,F538FD770D95,1653139800,21-05-2022 05:30:00
8.06,8191,F538FD770D95,1653140700,21-05-2022 05:45:00
6.31,6768,F538FD770D95,1653141600,21-05-2022 06:00:00
6.56,7604,F538FD770D95,1653142500,21-05-2022 06:15:00
7,8431,F538FD770D95,1653143400,21-05-2022 06:30:00
8.38,9981,F538FD770D95,1653144300,21-05-2022 06:45:00
13.5,28553,F538FD770D95,1653145200,21-05-2022 07:00:00
17.38,32916,F538FD770D95,1653146100,21-05-2022 07:15:00
18.69,37579,F538FD770D95,1653147000,21-05-2022 07:30:00
20.94,42139,F538FD770D95,1653147900,21-05-2022 07:45:00
21.5,46662,F538FD770D95,1653148800,21-05-2022 08:00:00
22.56,51260,F538FD770D95,1653149700,21-05-2022 08:15:00
24.13,55843,F538FD770D95,1653150600,21-05-2022 08:30:00
23.31,60443,F538FD770D95,1653151500,21-05-2022 08:45:00
23,64851,F538FD770D95,1653152400,21-05-2022 09:00:00
23.56,65535,F538FD770D95,1653153300,21-05-2022 09:15:00
24.44,65535,F538FD770D95,1653154200,21-05-2022 09:30:00
24.69,65535,F538FD770D95,1653155100,21-05-2022 09:45:00
25.63,65535,F538FD770D95,1653156000,21-05-2022 10:00:00
25.94,65535,F538FD770D95,1653156900,21-05-2022 10:15:00
27.13,65535,F538FD770D95,1653157800,21-05-2022 10:30:00
26.88,65535,F538FD770D95,1653158700,21-05-2022 10:45:00
27.5,65535,F538FD770D95,1653159600,21-05-2022 11:00:00
27.38,65535,F538FD770D95,1653160500,21-05-2022 11:15:00
28.06,65535,F538FD770D95,1653161400,21-05-2022 11:30:00
27.88,65535,F538FD770D95,1653162300,21-05-2022 11:45:00
28.13,65535,F538FD770D95,1653163200,21-05-2022 12:00:00
28.69,65535,F538FD770D95,1653164100,21-05-2022 12:15:00
27.88,65535,F538FD770D95,1653165000,21-05-2022 12:30:00
29.06,65535,F538FD770D95,1653165900,21-05-2022 12:45:00
30.69,65535,F538FD770D95,1653166800,21-05-2022 13:00:00
31.38,65535,F538FD770D95,1653167700,21-05-2022 13:15:00
30.88,65535,F538FD770D95,1653168600,21-05-2022 13:30:00
30.94,65535,F538FD770D95,1653169500,21-05-2022 13:45:00
31.06,65535,F538FD770D95,1653170400,21-05-2022 14:00:00
32.88,65535,F538FD770D95,1653171300,21-05-2022 14:15:00
32.31,65535,F538FD770D95,1653172200,21-05-2022 14:30:00
32.13,65535,F538FD770D95,1653173100,21-05-2022 14:45:00
32.25,65535,F538FD770D95,1653174000,21-05-2022 15:00:00
32,65535,F538FD770D95,1653174900,21-05-2022 15:15:00
32.06,65535,F538FD770D95,1653175800,21-05-2022 15:30:00
32.44,65535,F538FD770D95,1653176700,21-05-2022 15:45:00
30.94,65535,F538FD770D95,1653177600,21-05-2022 16:00:00
31.31,65535,F538FD770D95,1653178500,21-05-2022 16:15:00
31.88,65535,F538FD770D95,1653179400,21-05-2022 16:30:00
31.94,65535,F538FD770D95,1653180300,21-05-2022 16:45:00
32.88,65535,F538FD770D95,1653181200,21-05-2022 17:00:00
31.06,65535,F538FD770D95,1653182100,21-05-2022 17:15:00
30.13,65535,F538FD770D95,1653183000,21-05-2022 17:30:00
30.5,63333,F538FD770D95,1653183900,21-05-2022 17:45:00
29.63,65535,F538FD770D95,1653184800,21-05-2022 18:00:00
28.13,53731,F538FD770D95,1653185700,21-05-2022 18:15:00
26.81,59084,F538FD770D95,1653186600,21-05-2022 18:30:00
24.13,39912,F538FD770D95,1653187500,21-05-2022 18:45:00
22.69,32578,F538FD770D95,1653188400,21-05-2022 19:00:00
21.94,29348,F538FD770D95,1653189300,21-05-2022 19:15:00
22.69,34186,F538FD770D95,1653190200,21-05-2022 19:30:00
23.44,45456,F538FD770D95,1653191100,21-05-2022 19:45:00
24.06,40794,F538FD770D95,1653192000,21-05-2022 20:00:00
22.94,39652,F538FD770D95,1653192900,21-05-2022 20:15:00
20.94,25086,F538FD770D95,1653193800,21-05-2022 20:30:00
19.56,20663,F538FD770D95,1653194700,21-05-2022 20:45:00
19,17830,F538FD770D95,1653195600,21-05-2022 21:00:00
18.31,14635,F538FD770D95,1653196500,21-05-2022 21:15:00
17.88,12351,F538FD770D95,1653197400,21-05-2022 21:30:00
17.38,11276,F538FD770D95,1653198300,21-05-2022 21:45:00
16.88,8945,F538FD770D95,1653199200,21-05-2022 22:00:00
16.44,7474,F538FD770D95,1653200100,21-05-2022 22:15:00
15.94,6130,F538FD770D95,1653201000,21-05-2022 22:30:00
15.5,4349,F538FD770D95,1653201900,21-05-2022 22:45:00
14.94,2823,F538FD770D95,1653202800,21-05-2022 23:00:00
14.19,1870,F538FD770D95,1653203700,21-05-2022 23:15:00
13.44,1224,F538FD770D95,1653204600,21-05-2022 23:30:00
13.06,813,F538FD770D95,1653205500,21-05-2022 23:45:00
12.69,490,F538FD770D95,1653206400,22-05-2022 00:00:00
12.5,297,F538FD770D95,1653207300,22-05-2022 00:15:00
12.19,166,F538FD770D95,1653208200,22-05-2022 00:30:00
11.81,93,F538FD770D95,1653209100,22-05-2022 00:45:00
11.44,59,F538FD770D95,1653210000,22-05-2022 01:00:00
11.06,40,F538FD770D95,1653210900,22-05-2022 01:15:00
10.5,30,F538FD770D95,1653211800,22-05-2022 01:30:00
10.31,26,F538FD770D95,1653212700,22-05-2022 01:45:00
10.19,26,F538FD770D95,1653213600,22-05-2022 02:00:00
10,29,F538FD770D95,1653214500,22-05-2022 02:15:00
9.81,35,F538FD770D95,1653215400,22-05-2022 02:30:00
9.63,46,F538FD770D95,1653216300,22-05-2022 02:45:00
9.38,69,F538FD770D95,1653217200,22-05-2022 03:00:00
9.13,113,F538FD770D95,1653218100,22-05-2022 03:15:00
8.81,195,F538FD770D95,1653219000,22-05-2022 03:30:00
8.44,339,F538FD770D95,1653219900,22-05-2022 03:45:00
8.19,581,F538FD770D95,1653220800,22-05-2022 04:00:00
8.06,962,F538FD770D95,1653221700,22-05-2022 04:15:00
8,1509,F538FD770D95,1653222600,22-05-2022 04:30:00
7.75,2224,F538FD770D95,1653223500,22-05-2022 04:45:00
7.88,3059,F538FD770D95,1653224400,22-05-2022 05:00:00
7.81,3957,F538FD770D95,1653225300,22-05-2022 05:15:00
7.88,4920,F538FD770D95,1653226200,22-05-2022 05:30:00
10.25,8803,F538FD770D95,1653227100,22-05-2022 05:45:00
8.38,6711,F538FD770D95,1653228000,22-05-2022 06:00:00
8.5,7470,F538FD770D95,1653228900,22-05-2022 06:15:00
8.81,8242,F538FD770D95,1653229800,22-05-2022 06:30:00
10.06,10427,F538FD770D95,1653230700,22-05-2022 06:45:00
14.63,29538,F538FD770D95,1653231600,22-05-2022 07:00:00
16.19,33810,F538FD770D95,1653232500,22-05-2022 07:15:00
16.69,38084,F538FD770D95,1653233400,22-05-2022 07:30:00
17.44,41157,F538FD770D95,1653234300,22-05-2022 07:45:00
18.69,46853,F538FD770D95,1653235200,22-05-2022 08:00:00
19.44,51989,F538FD770D95,1653236100,22-05-2022 08:15:00
21.06,55771,F538FD770D95,1653237000,22-05-2022 08:30:00
22.56,59826,F538FD770D95,1653237900,22-05-2022 08:45:00
23,65342,F538FD770D95,1653238800,22-05-2022 09:00:00
24.06,65535,F538FD770D95,1653239700,22-05-2022 09:15:00
24.94,65535,F538FD770D95,1653240600,22-05-2022 09:30:00
25.38,65535,F538FD770D95,1653241500,22-05-2022 09:45:00
25.94,65535,F538FD770D95,1653242400,22-05-2022 10:00:00
25.19,65535,F538FD770D95,1653243300,22-05-2022 10:15:00
25.75,65535,F538FD770D95,1653244200,22-05-2022 10:30:00
25.56,65535,F538FD770D95,1653245100,22-05-2022 10:45:00
27,65535,F538FD770D95,1653246000,22-05-2022 11:00:00
27.19,65535,F538FD770D95,1653246900,22-05-2022 11:15:00
26.06,65535,F538FD770D95,1653247800,22-05-2022 11:30:00
26.19,65535,F538FD770D95,1653248700,22-05-2022 11:45:00
26.13,65535,F538FD770D95,1653249600,22-05-2022 12:00:00
26.38,65535,F538FD770D95,1653250500,22-05-2022 12:15:00
26.13,65535,F538FD770D95,1653251400,22-05-2022 12:30:00
26.69,65535,F538FD770D95,1653252300,22-05-2022 12:45:00
26.69,65535,F538FD770D95,1653253200,22-05-2022 13:00:00
26.44,65535,F538FD770D95,1653254100,22-05-2022 13:15:00
26.63,65535,F538FD770D95,1653255000,22-05-2022 13:30:00
26.31,65535,F538FD770D95,1653255900,22-05-2022 13:45:00
27.19,65535,F538FD770D95,1653256800,22-05-2022 14:00:00
26.56,65535,F538FD770D95,1653257700,22-05-2022 14:15:00
26.69,65535,F538FD770D95,1653258600,22-05-2022 14:30:00
26.5,65535,F538FD770D95,1653259500,22-05-2022 14:45:00
26.75,65535,F538FD770D95,1653260400,22-05-2022 15:00:00
26.06,65535,F538FD770D95,1653261300,22-05-2022 15:15:00
26.19,65535,F538FD770D95,1653262200,22-05-2022 15:30:00
27.56,65535,F538FD770D95,1653263100,22-05-2022 15:45:00
26.31,65535,F538FD770D95,1653264000,22-05-2022 16:00:00
26,65535,F538FD770D95,1653264900,22-05-2022 16:15:00
25.56,65535,F538FD770D95,1653265800,22-05-2022 16:30:00
25.69,65535,F538FD770D95,1653266700,22-05-2022 16:45:00
25.81,65535,F538FD770D95,1653267600,22-05-2022 17:00:00
25.44,65535,F538FD770D95,1653268500,22-05-2022 17:15:00
25.5,65535,F538FD770D95,1653269400,22-05-2022 17:30:00
24.25,65535,F538FD770D95,1653270300,22-05-2022 17:45:00
24.25,65535,F538FD770D95,1653271200,22-05-2022 18:00:00
23.5,65535,F538FD770D95,1653272100,22-05-2022 18:15:00
23,65535,F538FD770D95,1653273000,22-05-2022 18:30:00
23.44,65535,F538FD770D95,1653273900,22-05-2022 18:45:00
22.5,62712,F538FD770D95,1653274800,22-05-2022 19:00:00
22.06,58292,F538FD770D95,1653275700,22-05-2022 19:15:00
22.25,53665,F538FD770D95,1653276600,22-05-2022 19:30:00
20.75,49104,F538FD770D95,1653277500,22-05-2022 19:45:00
19.94,44882,F538FD770D95,1653278400,22-05-2022 20:00:00
19.63,40392,F538FD770D95,1653279300,22-05-2022 20:15:00
18.69,36014,F538FD770D95,1653280200,22-05-2022 20:30:00
17.94,31730,F538FD770D95,1653281100,22-05-2022 20:45:00
17.5,27649,F538FD770D95,1653282000,22-05-2022 21:00:00
16.63,23333,F538FD770D95,1653282900,22-05-2022 21:15:00
15.56,18740,F538FD770D95,1653283800,22-05-2022 21:30:00
14.75,14770,F538FD770D95,1653284700,22-05-2022 21:45:00
12.75,9612,F538FD770D95,1653285600,22-05-2022 22:00:00
11.44,5245,F538FD770D95,1653286500,22-05-2022 22:15:00
11.13,4344,F538FD770D95,1653287400,22-05-2022 22:30:00
10.75,3492,F538FD770D95,1653288300,22-05-2022 22:45:00
10.19,2702,F538FD770D95,1653289200,22-05-2022 23:00:00
9.69,1960,F538FD770D95,1653290100,22-05-2022 23:15:00
9.19,1330,F538FD770D95,1653291000,22-05-2022 23:30:00
8.63,832,F538FD770D95,1653291900,22-05-2022 23:45:00
8.44,497,F538FD770D95,1653292800,23-05-2022 00:00:00
7.94,291,F538FD770D95,1653293700,23-05-2022 00:15:00
6.75,169,F538FD770D95,1653294600,23-05-2022 00:30:00
7.13,102,F538FD770D95,1653295500,23-05-2022 00:45:00
7.19,66,F538FD770D95,1653296400,23-05-2022 01:00:00
7,46,F538FD770D95,1653297300,23-05-2022 01:15:00
6.19,36,F538FD770D95,1653298200,23-05-2022 01:30:00
6.13,31,F538FD770D95,1653299100,23-05-2022 01:45:00
6.13,31,F538FD770D95,1653300000,23-05-2022 02:00:00
5.38,34,F538FD770D95,1653300900,23-05-2022 02:15:00
5.5,43,F538FD770D95,1653301800,23-05-2022 02:30:00
4.44,58,F538FD770D95,1653302700,23-05-2022 02:45:00
3.75,89,F538FD770D95,1653303600,23-05-2022 03:00:00
3.88,143,F538FD770D95,1653304500,23-05-2022 03:15:00
4,241,F538FD770D95,1653305400,23-05-2022 03:30:00
4.63,402,F538FD770D95,1653306300,23-05-2022 03:45:00
4.25,665,F538FD770D95,1653307200,23-05-2022 04:00:00
4.5,1073,F538FD770D95,1653308100,23-05-2022 04:15:00
4.44,1618,F538FD770D95,1653309000,23-05-2022 04:30:00
4.19,2281,F538FD770D95,1653309900,23-05-2022 04:45:00
3.38,3030,F538FD770D95,1653310800,23-05-2022 05:00:00
3.31,3830,F538FD770D95,1653311700,23-05-2022 05:15:00
3.44,4688,F538FD770D95,1653312600,23-05-2022 05:30:00
7.44,9773,F538FD770D95,1653313500,23-05-2022 05:45:00
4.56,6153,F538FD770D95,1653314400,23-05-2022 06:00:00
4.63,6652,F538FD770D95,1653315300,23-05-2022 06:15:00
4.75,7279,F538FD770D95,1653316200,23-05-2022 06:30:00
6.38,10446,F538FD770D95,1653317100,23-05-2022 06:45:00
11.31,31745,F538FD770D95,1653318000,23-05-2022 07:00:00
12.44,35875,F538FD770D95,1653318900,23-05-2022 07:15:00
14.19,40149,F538FD770D95,1653319800,23-05-2022 07:30:00
15.81,44610,F538FD770D95,1653320700,23-05-2022 07:45:00
14.75,49023,F538FD770D95,1653321600,23-05-2022 08:00:00
15.38,53508,F538FD770D95,1653322500,23-05-2022 08:15:00
16.31,58290,F538FD770D95,1653323400,23-05-2022 08:30:00
17.25,62748,F538FD770D95,1653324300,23-05-2022 08:45:00
18.31,65535,F538FD770D95,1653325200,23-05-2022 09:00:00
18.63,65535,F538FD770D95,1653326100,23-05-2022 09:15:00
18.06,65535,F538FD770D95,1653327000,23-05-2022 09:30:00
18.69,65535,F538FD770D95,1653327900,23-05-2022 09:45:00
19,65535,F538FD770D95,1653328800,23-05-2022 10:00:00
19.38,65535,F538FD770D95,1653329700,23-05-2022 10:15:00
19.56,65535,F538FD770D95,1653330600,23-05-2022 10:30:00
20.75,65535,F538FD770D95,1653331500,23-05-2022 10:45:00
21.44,65535,F538FD770D95,1653332400,23-05-2022 11:00:00
22.88,65535,F538FD770D95,1653333300,23-05-2022 11:15:00
20.25,65535,F538FD770D95,1653334200,23-05-2022 11:30:00
21.63,65535,F538FD770D95,1653335100,23-05-2022 11:45:00
21.44,65535,F538FD770D95,1653336000,23-05-2022 12:00:00
22.81,65535,F538FD770D95,1653336900,23-05-2022 12:15:00
21.38,65535,F538FD770D95,1653337800,23-05-2022 12:30:00
21.94,65535,F538FD770D95,1653338700,23-05-2022 12:45:00
23.13,65535,F538FD770D95,1653339600,23-05-2022 13:00:00
22.13,65535,F538FD770D95,1653340500,23-05-2022 13:15:00
23.63,65535,F538FD770D95,1653341400,23-05-2022 13:30:00
23.25,65535,F538FD770D95,1653342300,23-05-2022 13:45:00
22.63,65535,F538FD770D95,1653343200,23-05-2022 14:00:00
22.5,65535,F538FD770D95,1653344100,23-05-2022 14:15:00
22.63,65535,F538FD770D95,1653345000,23-05-2022 14:30:00
23.75,65535,F538FD770D95,1653345900,23-05-2022 14:45:00
23.56,65535,F538FD770D95,1653346800,23-05-2022 15:00:00
23.13,65535,F538FD770D95,1653347700,23-05-2022 15:15:00
23.06,65535,F538FD770D95,1653348600,23-05-2022 15:30:00
23.56,65535,F538FD770D95,1653349500,23-05-2022 15:45:00
22.5,65535,F538FD770D95,1653350400,23-05-2022 16:00:00
23.25,65535,F538FD770D95,1653351300,23-05-2022 16:15:00
23.94,65535,F538FD770D95,1653352200,23-05-2022 16:30:00
22.69,65535,F538FD770D95,1653353100,23-05-2022 16:45:00
22.81,65535,F538FD770D95,1653354000,23-05-2022 17:00:00
22.5,65535,F538FD770D95,1653354900,23-05-2022 17:15:00
22.94,65535,F538FD770D95,1653355800,23-05-2022 17:30:00
22.63,65535,F538FD770D95,1653356700,23-05-2022 17:45:00
22.75,65535,F538FD770D95,1653357600,23-05-2022 18:00:00
22.31,65535,F538FD770D95,1653358500,23-05-2022 18:15:00
21.56,65535,F538FD770D95,1653359400,23-05-2022 18:30:00
21.19,65535,F538FD770D95,1653360300,23-05-2022 18:45:00
20.44,63004,F538FD770D95,1653361200,23-05-2022 19:00:00
20.88,58430,F538FD770D95,1653362100,23-05-2022 19:15:00
20,54045,F538FD770D95,1653363000,23-05-2022 19:30:00
19.44,49696,F538FD770D95,1653363900,23-05-2022 19:45:00
19.13,44988,F538FD770D95,1653364800,23-05-2022 20:00:00
18.56,40432,F538FD770D95,1653365700,23-05-2022 20:15:00
17.63,36353,F538FD770D95,1653366600,23-05-2022 20:30:00
17.13,31811,F538FD770D95,1653367500,23-05-2022 20:45:00
16.31,27899,F538FD770D95,1653368400,23-05-2022 21:00:00
15.19,23939,F538FD770D95,1653369300,23-05-2022 21:15:00
14.25,19778,F538FD770D95,1653370200,23-05-2022 21:30:00
13.13,15356,F538FD770D95,1653371100,23-05-2022 21:45:00
11.19,10122,F538FD770D95,1653372000,23-05-2022 22:00:00
9.56,5361,F538FD770D95,1653372900,23-05-2022 22:15:00
8.81,4509,F538FD770D95,1653373800,23-05-2022 22:30:00
8.25,3639,F538FD770D95,1653374700,23-05-2022 22:45:00
7.81,2807,F538FD770D95,1653375600,23-05-2022 23:00:00
7.63,2059,F538FD770D95,1653376500,23-05-2022 23:15:00
7.25,1420,F538FD770D95,1653377400,23-05-2022 23:30:00
7,899,F538FD770D95,1653378300,23-05-2022 23:45:00
