data2,data1,loggerUid,logDateTime,dateTime
21.75,10981,C1D8AFCAC00D,1653111900,20-05-2022 21:45:00
17.88,7510,C1D8AFCAC00D,1653112800,20-05-2022 22:00:00
15.19,5099,C1D8AFCAC00D,1653113700,20-05-2022 22:15:00
14.38,4141,C1D8AFCAC00D,1653114600,20-05-2022 22:30:00
13.63,3182,C1D8AFCAC00D,1653115500,20-05-2022 22:45:00
13.56,2346,C1D8AFCAC00D,1653116400,20-05-2022 23:00:00
13.38,1619,C1D8AFCAC00D,1653117300,20-05-2022 23:15:00
13.5,1033,C1D8AFCAC00D,1653118200,20-05-2022 23:30:00
12.75,619,C1D8AFCAC00D,1653119100,20-05-2022 23:45:00
12,353,C1D8AFCAC00D,1653120000,21-05-2022 00:00:00
11.13,196,C1D8AFCAC00D,1653120900,21-05-2022 00:15:00
10.81,110,C1D8AFCAC00D,1653121800,21-05-2022 00:30:00
10.56,64,C1D8AFCAC00D,1653122700,21-05-2022 00:45:00
10.5,40,C1D8AFCAC00D,1653123600,21-05-2022 01:00:00
10.19,28,C1D8AFCAC00D,1653124500,21-05-2022 01:15:00
9.69,21,C1D8AFCAC00D,1653125400,21-05-2022 01:30:00
9.44,19,C1D8AFCAC00D,1653126300,21-05-2022 01:45:00
9.13,18,C1D8AFCAC00D,1653127200,21-05-2022 02:00:00
8.69,20,C1D8AFCAC00D,1653128100,21-05-2022 02:15:00
8.19,25,C1D8AFCAC00D,1653129000,21-05-2022 02:30:00
7.56,34,C1D8AFCAC00D,1653129900,21-05-2022 02:45:00
7.25,54,C1D8AFCAC00D,1653130800,21-05-2022 03:00:00
7.38,93,C1D8AFCAC00D,1653131700,21-05-2022 03:15:00
6.31,162,C1D8AFCAC00D,1653132600,21-05-2022 03:30:00
6.75,285,C1D8AFCAC00D,1653133500,21-05-2022 03:45:00
6.38,495,C1D8AFCAC00D,1653134400,21-05-2022 04:00:00
5.31,908,C1D8AFCAC00D,1653135300,21-05-2022 04:15:00
5.06,1455,C1D8AFCAC00D,1653136200,21-05-2022 04:30:00
5,2193,C1D8AFCAC00D,1653137100,21-05-2022 04:45:00
4.75,3024,C1D8AFCAC00D,1653138000,21-05-2022 05:00:00
4.88,3939,C1D8AFCAC00D,1653138900,21-05-2022 05:15:00
5.5,4872,C1D8AFCAC00D,1653139800,21-05-2022 05:30:00
8.44,7673,C1D8AFCAC00D,1653140700,21-05-2022 05:45:00
6.25,6725,C1D8AFCAC00D,1653141600,21-05-2022 06:00:00
6.38,7350,C1D8AFCAC00D,1653142500,21-05-2022 06:15:00
6.81,8149,C1D8AFCAC00D,1653143400,21-05-2022 06:30:00
7.94,9259,C1D8AFCAC00D,1653144300,21-05-2022 06:45:00
13.63,25949,C1D8AFCAC00D,1653145200,21-05-2022 07:00:00
18.25,30596,C1D8AFCAC00D,1653146100,21-05-2022 07:15:00
19.88,35385,C1D8AFCAC00D,1653147000,21-05-2022 07:30:00
22.06,40184,C1D8AFCAC00D,1653147900,21-05-2022 07:45:00
22.75,45053,C1D8AFCAC00D,1653148800,21-05-2022 08:00:00
23.75,49682,C1D8AFCAC00D,1653149700,21-05-2022 08:15:00
24.88,55122,C1D8AFCAC00D,1653150600,21-05-2022 08:30:00
24.19,60181,C1D8AFCAC00D,1653151500,21-05-2022 08:45:00
23.56,65032,C1D8AFCAC00D,1653152400,21-05-2022 09:00:00
23.81,65535,C1D8AFCAC00D,1653153300,21-05-2022 09:15:00
24.31,65535,C1D8AFCAC00D,1653154200,21-05-2022 09:30:00
24.44,65535,C1D8AFCAC00D,1653155100,21-05-2022 09:45:00
24.88,65535,C1D8AFCAC00D,1653156000,21-05-2022 10:00:00
24.94,65535,C1D8AFCAC00D,1653156900,21-05-2022 10:15:00
25.56,65535,C1D8AFCAC00D,1653157800,21-05-2022 10:30:00
25.06,65535,C1D8AFCAC00D,1653158700,21-05-2022 10:45:00
25.19,65535,C1D8AFCAC00D,1653159600,21-05-2022 11:00:00
25,65535,C1D8AFCAC00D,1653160500,21-05-2022 11:15:00
24.94,65535,C1D8AFCAC00D,1653161400,21-05-2022 11:30:00
24.88,65535,C1D8AFCAC00D,1653162300,21-05-2022 11:45:00
25.5,65535,C1D8AFCAC00D,1653163200,21-05-2022 12:00:00
26.31,65535,C1D8AFCAC00D,1653164100,21-05-2022 12:15:00
25.75,65535,C1D8AFCAC00D,1653165000,21-05-2022 12:30:00
26.81,65535,C1D8AFCAC00D,1653165900,21-05-2022 12:45:00
28.56,65535,C1D8AFCAC00D,1653166800,21-05-2022 13:00:00
29.56,65535,C1D8AFCAC00D,1653167700,21-05-2022 13:15:00
29.88,65535,C1D8AFCAC00D,1653168600,21-05-2022 13:30:00
30.31,65535,C1D8AFCAC00D,1653169500,21-05-2022 13:45:00
30.69,65535,C1D8AFCAC00D,1653170400,21-05-2022 14:00:00
32.63,65535,C1D8AFCAC00D,1653171300,21-05-2022 14:15:00
32.44,65535,C1D8AFCAC00D,1653172200,21-05-2022 14:30:00
32.56,65535,C1D8AFCAC00D,1653173100,21-05-2022 14:45:00
32.75,65535,C1D8AFCAC00D,1653174000,21-05-2022 15:00:00
32.69,65535,C1D8AFCAC00D,1653174900,21-05-2022 15:15:00
33,65535,C1D8AFCAC00D,1653175800,21-05-2022 15:30:00
33.25,65535,C1D8AFCAC00D,1653176700,21-05-2022 15:45:00
32,65535,C1D8AFCAC00D,1653177600,21-05-2022 16:00:00
32.5,65535,C1D8AFCAC00D,1653178500,21-05-2022 16:15:00
33.31,65535,C1D8AFCAC00D,1653179400,21-05-2022 16:30:00
33.38,65535,C1D8AFCAC00D,1653180300,21-05-2022 16:45:00
34.31,65535,C1D8AFCAC00D,1653181200,21-05-2022 17:00:00
32.31,65535,C1D8AFCAC00D,1653182100,21-05-2022 17:15:00
31.5,65535,C1D8AFCAC00D,1653183000,21-05-2022 17:30:00
31.75,63315,C1D8AFCAC00D,1653183900,21-05-2022 17:45:00
31,65458,C1D8AFCAC00D,1653184800,21-05-2022 18:00:00
29.56,53771,C1D8AFCAC00D,1653185700,21-05-2022 18:15:00
27.81,57524,C1D8AFCAC00D,1653186600,21-05-2022 18:30:00
24.69,38321,C1D8AFCAC00D,1653187500,21-05-2022 18:45:00
22.94,30977,C1D8AFCAC00D,1653188400,21-05-2022 19:00:00
22.13,28836,C1D8AFCAC00D,1653189300,21-05-2022 19:15:00
23.44,33732,C1D8AFCAC00D,1653190200,21-05-2022 19:30:00
24.38,43568,C1D8AFCAC00D,1653191100,21-05-2022 19:45:00
25.69,38725,C1D8AFCAC00D,1653192000,21-05-2022 20:00:00
24.06,36815,C1D8AFCAC00D,1653192900,21-05-2022 20:15:00
21.88,23638,C1D8AFCAC00D,1653193800,21-05-2022 20:30:00
20,19411,C1D8AFCAC00D,1653194700,21-05-2022 20:45:00
19.31,16884,C1D8AFCAC00D,1653195600,21-05-2022 21:00:00
18.5,13898,C1D8AFCAC00D,1653196500,21-05-2022 21:15:00
18.25,11728,C1D8AFCAC00D,1653197400,21-05-2022 21:30:00
17.44,10735,C1D8AFCAC00D,1653198300,21-05-2022 21:45:00
16.88,8610,C1D8AFCAC00D,1653199200,21-05-2022 22:00:00
16.44,7183,C1D8AFCAC00D,1653200100,21-05-2022 22:15:00
15.81,5896,C1D8AFCAC00D,1653201000,21-05-2022 22:30:00
15.31,4184,C1D8AFCAC00D,1653201900,21-05-2022 22:45:00
14.69,2715,C1D8AFCAC00D,1653202800,21-05-2022 23:00:00
13.94,1796,C1D8AFCAC00D,1653203700,21-05-2022 23:15:00
13.25,1176,C1D8AFCAC00D,1653204600,21-05-2022 23:30:00
12.88,782,C1D8AFCAC00D,1653205500,21-05-2022 23:45:00
12.44,473,C1D8AFCAC00D,1653206400,22-05-2022 00:00:00
12.19,289,C1D8AFCAC00D,1653207300,22-05-2022 00:15:00
11.94,159,C1D8AFCAC00D,1653208200,22-05-2022 00:30:00
11.5,89,C1D8AFCAC00D,1653209100,22-05-2022 00:45:00
11.19,56,C1D8AFCAC00D,1653210000,22-05-2022 01:00:00
10.75,38,C1D8AFCAC00D,1653210900,22-05-2022 01:15:00
10.25,28,C1D8AFCAC00D,1653211800,22-05-2022 01:30:00
10.06,26,C1D8AFCAC00D,1653212700,22-05-2022 01:45:00
9.94,24,C1D8AFCAC00D,1653213600,22-05-2022 02:00:00
9.75,28,C1D8AFCAC00D,1653214500,22-05-2022 02:15:00
9.56,33,C1D8AFCAC00D,1653215400,22-05-2022 02:30:00
9.38,45,C1D8AFCAC00D,1653216300,22-05-2022 02:45:00
9.13,67,C1D8AFCAC00D,1653217200,22-05-2022 03:00:00
8.88,109,C1D8AFCAC00D,1653218100,22-05-2022 03:15:00
8.56,189,C1D8AFCAC00D,1653219000,22-05-2022 03:30:00
8.19,331,C1D8AFCAC00D,1653219900,22-05-2022 03:45:00
7.94,566,C1D8AFCAC00D,1653220800,22-05-2022 04:00:00
7.81,938,C1D8AFCAC00D,1653221700,22-05-2022 04:15:00
7.75,1469,C1D8AFCAC00D,1653222600,22-05-2022 04:30:00
7.5,2162,C1D8AFCAC00D,1653223500,22-05-2022 04:45:00
7.63,2968,C1D8AFCAC00D,1653224400,22-05-2022 05:00:00
7.63,3832,C1D8AFCAC00D,1653225300,22-05-2022 05:15:00
7.63,4752,C1D8AFCAC00D,1653226200,22-05-2022 05:30:00
10.56,8094,C1D8AFCAC00D,1653227100,22-05-2022 05:45:00
8.31,6821,C1D8AFCAC00D,1653228000,22-05-2022 06:00:00
8.31,7230,C1D8AFCAC00D,1653228900,22-05-2022 06:15:00
8.63,7984,C1D8AFCAC00D,1653229800,22-05-2022 06:30:00
9.5,9463,C1D8AFCAC00D,1653230700,22-05-2022 06:45:00
14.69,26882,C1D8AFCAC00D,1653231600,22-05-2022 07:00:00
16.31,31334,C1D8AFCAC00D,1653232500,22-05-2022 07:15:00
16.75,35815,C1D8AFCAC00D,1653233400,22-05-2022 07:30:00
17.44,40336,C1D8AFCAC00D,1653234300,22-05-2022 07:45:00
18.69,45232,C1D8AFCAC00D,1653235200,22-05-2022 08:00:00
19.44,50713,C1D8AFCAC00D,1653236100,22-05-2022 08:15:00
21.06,54994,C1D8AFCAC00D,1653237000,22-05-2022 08:30:00
22.63,59542,C1D8AFCAC00D,1653237900,22-05-2022 08:45:00
22.88,65535,C1D8AFCAC00D,1653238800,22-05-2022 09:00:00
23.81,65535,C1D8AFCAC00D,1653239700,22-05-2022 09:15:00
24.88,65535,C1D8AFCAC00D,1653240600,22-05-2022 09:30:00
25,65535,C1D8AFCAC00D,1653241500,22-05-2022 09:45:00
25.06,65535,C1D8AFCAC00D,1653242400,22-05-2022 10:00:00
24.38,65535,C1D8AFCAC00D,1653243300,22-05-2022 10:15:00
24.63,65535,C1D8AFCAC00D,1653244200,22-05-2022 10:30:00
23.94,65535,C1D8AFCAC00D,1653245100,22-05-2022 10:45:00
25.38,65535,C1D8AFCAC00D,1653246000,22-05-2022 11:00:00
25.13,65535,C1D8AFCAC00D,1653246900,22-05-2022 11:15:00
23.63,65535,C1D8AFCAC00D,1653247800,22-05-2022 11:30:00
23.31,65535,C1D8AFCAC00D,1653248700,22-05-2022 11:45:00
23.13,65535,C1D8AFCAC00D,1653249600,22-05-2022 12:00:00
22.94,65535,C1D8AFCAC00D,1653250500,22-05-2022 12:15:00
22.5,65535,C1D8AFCAC00D,1653251400,22-05-2022 12:30:00
23.31,65535,C1D8AFCAC00D,1653252300,22-05-2022 12:45:00
23.63,65535,C1D8AFCAC00D,1653253200,22-05-2022 13:00:00
23.69,65535,C1D8AFCAC00D,1653254100,22-05-2022 13:15:00
24.06,65535,C1D8AFCAC00D,1653255000,22-05-2022 13:30:00
24.25,65535,C1D8AFCAC00D,1653255900,22-05-2022 13:45:00
25.19,65535,C1D8AFCAC00D,1653256800,22-05-2022 14:00:00
24.88,65535,C1D8AFCAC00D,1653257700,22-05-2022 14:15:00
25.13,65535,C1D8AFCAC00D,1653258600,22-05-2022 14:30:00
25.19,65535,C1D8AFCAC00D,1653259500,22-05-2022 14:45:00
25.56,65535,C1D8AFCAC00D,1653260400,22-05-2022 15:00:00
25.13,65535,C1D8AFCAC00D,1653261300,22-05-2022 15:15:00
25.5,65535,C1D8AFCAC00D,1653262200,22-05-2022 15:30:00
27.19,65535,C1D8AFCAC00D,1653263100,22-05-2022 15:45:00
26,65535,C1D8AFCAC00D,1653264000,22-05-2022 16:00:00
25.88,65535,C1D8AFCAC00D,1653264900,22-05-2022 16:15:00
25.63,65535,C1D8AFCAC00D,1653265800,22-05-2022 16:30:00
25.88,65535,C1D8AFCAC00D,1653266700,22-05-2022 16:45:00
26.44,65535,C1D8AFCAC00D,1653267600,22-05-2022 17:00:00
25.94,65535,C1D8AFCAC00D,1653268500,22-05-2022 17:15:00
26.19,65535,C1D8AFCAC00D,1653269400,22-05-2022 17:30:00
25.19,65535,C1D8AFCAC00D,1653270300,22-05-2022 17:45:00
25.5,65535,C1D8AFCAC00D,1653271200,22-05-2022 18:00:00
24.56,65535,C1D8AFCAC00D,1653272100,22-05-2022 18:15:00
24.44,65535,C1D8AFCAC00D,1653273000,22-05-2022 18:30:00
25.19,64461,C1D8AFCAC00D,1653273900,22-05-2022 18:45:00
24.19,60173,C1D8AFCAC00D,1653274800,22-05-2022 19:00:00
23.75,55425,C1D8AFCAC00D,1653275700,22-05-2022 19:15:00
24.31,50522,C1D8AFCAC00D,1653276600,22-05-2022 19:30:00
22.56,45761,C1D8AFCAC00D,1653277500,22-05-2022 19:45:00
21.81,41349,C1D8AFCAC00D,1653278400,22-05-2022 20:00:00
21.69,36766,C1D8AFCAC00D,1653279300,22-05-2022 20:15:00
20.75,32354,C1D8AFCAC00D,1653280200,22-05-2022 20:30:00
20.06,28148,C1D8AFCAC00D,1653281100,22-05-2022 20:45:00
19.81,24148,C1D8AFCAC00D,1653282000,22-05-2022 21:00:00
19,19781,C1D8AFCAC00D,1653282900,22-05-2022 21:15:00
17.75,15591,C1D8AFCAC00D,1653283800,22-05-2022 21:30:00
16.69,12365,C1D8AFCAC00D,1653284700,22-05-2022 21:45:00
13.13,8311,C1D8AFCAC00D,1653285600,22-05-2022 22:00:00
11.31,4998,C1D8AFCAC00D,1653286500,22-05-2022 22:15:00
10.94,4142,C1D8AFCAC00D,1653287400,22-05-2022 22:30:00
10.5,3329,C1D8AFCAC00D,1653288300,22-05-2022 22:45:00
9.94,2574,C1D8AFCAC00D,1653289200,22-05-2022 23:00:00
9.44,1867,C1D8AFCAC00D,1653290100,22-05-2022 23:15:00
8.88,1265,C1D8AFCAC00D,1653291000,22-05-2022 23:30:00
8.31,790,C1D8AFCAC00D,1653291900,22-05-2022 23:45:00
8.13,472,C1D8AFCAC00D,1653292800,23-05-2022 00:00:00
7.63,275,C1D8AFCAC00D,1653293700,23-05-2022 00:15:00
6.38,160,C1D8AFCAC00D,1653294600,23-05-2022 00:30:00
6.75,96,C1D8AFCAC00D,1653295500,23-05-2022 00:45:00
6.81,62,C1D8AFCAC00D,1653296400,23-05-2022 01:00:00
6.63,44,C1D8AFCAC00D,1653297300,23-05-2022 01:15:00
5.69,34,C1D8AFCAC00D,1653298200,23-05-2022 01:30:00
5.75,29,C1D8AFCAC00D,1653299100,23-05-2022 01:45:00
5.81,30,C1D8AFCAC00D,1653300000,23-05-2022 02:00:00
5.06,32,C1D8AFCAC00D,1653300900,23-05-2022 02:15:00
5.19,41,C1D8AFCAC00D,1653301800,23-05-2022 02:30:00
4.06,56,C1D8AFCAC00D,1653302700,23-05-2022 02:45:00
3.38,86,C1D8AFCAC00D,1653303600,23-05-2022 03:00:00
3.5,139,C1D8AFCAC00D,1653304500,23-05-2022 03:15:00
3.63,235,C1D8AFCAC00D,1653305400,23-05-2022 03:30:00
4.31,391,C1D8AFCAC00D,1653306300,23-05-2022 03:45:00
3.94,647,C1D8AFCAC00D,1653307200,23-05-2022 04:00:00
4.25,1045,C1D8AFCAC00D,1653308100,23-05-2022 04:15:00
4.19,1573,C1D8AFCAC00D,1653309000,23-05-2022 04:30:00
3.88,2216,C1D8AFCAC00D,1653309900,23-05-2022 04:45:00
3.13,2941,C1D8AFCAC00D,1653310800,23-05-2022 05:00:00
3.06,3714,C1D8AFCAC00D,1653311700,23-05-2022 05:15:00
3.13,4535,C1D8AFCAC00D,1653312600,23-05-2022 05:30:00
7.69,8787,C1D8AFCAC00D,1653313500,23-05-2022 05:45:00
4.5,6509,C1D8AFCAC00D,1653314400,23-05-2022 06:00:00
4.44,6459,C1D8AFCAC00D,1653315300,23-05-2022 06:15:00
4.56,7071,C1D8AFCAC00D,1653316200,23-05-2022 06:30:00
5.69,9227,C1D8AFCAC00D,1653317100,23-05-2022 06:45:00
11.63,28816,C1D8AFCAC00D,1653318000,23-05-2022 07:00:00
12.81,33116,C1D8AFCAC00D,1653318900,23-05-2022 07:15:00
14.75,37592,C1D8AFCAC00D,1653319800,23-05-2022 07:30:00
16.44,42398,C1D8AFCAC00D,1653320700,23-05-2022 07:45:00
15.25,47214,C1D8AFCAC00D,1653321600,23-05-2022 08:00:00
15.88,52131,C1D8AFCAC00D,1653322500,23-05-2022 08:15:00
16.69,57373,C1D8AFCAC00D,1653323400,23-05-2022 08:30:00
17.31,62356,C1D8AFCAC00D,1653324300,23-05-2022 08:45:00
18.31,65535,C1D8AFCAC00D,1653325200,23-05-2022 09:00:00
18.56,65535,C1D8AFCAC00D,1653326100,23-05-2022 09:15:00
18,65535,C1D8AFCAC00D,1653327000,23-05-2022 09:30:00
18.44,65535,C1D8AFCAC00D,1653327900,23-05-2022 09:45:00
18.69,65535,C1D8AFCAC00D,1653328800,23-05-2022 10:00:00
18.63,65535,C1D8AFCAC00D,1653329700,23-05-2022 10:15:00
18.75,65535,C1D8AFCAC00D,1653330600,23-05-2022 10:30:00
19.38,65535,C1D8AFCAC00D,1653331500,23-05-2022 10:45:00
19.88,65535,C1D8AFCAC00D,1653332400,23-05-2022 11:00:00
21.25,65535,C1D8AFCAC00D,1653333300,23-05-2022 11:15:00
18.63,65535,C1D8AFCAC00D,1653334200,23-05-2022 11:30:00
19.31,65535,C1D8AFCAC00D,1653335100,23-05-2022 11:45:00
18.31,65535,C1D8AFCAC00D,1653336000,23-05-2022 12:00:00
19.81,65535,C1D8AFCAC00D,1653336900,23-05-2022 12:15:00
17.94,65535,C1D8AFCAC00D,1653337800,23-05-2022 12:30:00
18.56,65535,C1D8AFCAC00D,1653338700,23-05-2022 12:45:00
20.06,65535,C1D8AFCAC00D,1653339600,23-05-2022 13:00:00
19.56,65535,C1D8AFCAC00D,1653340500,23-05-2022 13:15:00
21.81,65535,C1D8AFCAC00D,1653341400,23-05-2022 13:30:00
21.13,65535,C1D8AFCAC00D,1653342300,23-05-2022 13:45:00
20.69,65535,C1D8AFCAC00D,1653343200,23-05-2022 14:00:00
21.06,65535,C1D8AFCAC00D,1653344100,23-05-2022 14:15:00
21.31,65535,C1D8AFCAC00D,1653345000,23-05-2022 14:30:00
22.81,65535,C1D8AFCAC00D,1653345900,23-05-2022 14:45:00
22.88,65535,C1D8AFCAC00D,1653346800,23-05-2022 15:00:00
22.5,65535,C1D8AFCAC00D,1653347700,23-05-2022 15:15:00
23.06,65535,C1D8AFCAC00D,1653348600,23-05-2022 15:30:00
23.19,65535,C1D8AFCAC00D,1653349500,23-05-2022 15:45:00
22.19,65535,C1D8AFCAC00D,1653350400,23-05-2022 16:00:00
24.13,65535,C1D8AFCAC00D,1653351300,23-05-2022 16:15:00
24.38,65535,C1D8AFCAC00D,1653352200,23-05-2022 16:30:00
23.75,65535,C1D8AFCAC00D,1653353100,23-05-2022 16:45:00
23.38,65535,C1D8AFCAC00D,1653354000,23-05-2022 17:00:00
23.56,65535,C1D8AFCAC00D,1653354900,23-05-2022 17:15:00
23.75,65535,C1D8AFCAC00D,1653355800,23-05-2022 17:30:00
24.38,65535,C1D8AFCAC00D,1653356700,23-05-2022 17:45:00
24.31,65535,C1D8AFCAC00D,1653357600,23-05-2022 18:00:00
24.19,65535,C1D8AFCAC00D,1653358500,23-05-2022 18:15:00
23.25,65535,C1D8AFCAC00D,1653359400,23-05-2022 18:30:00
22.75,65240,C1D8AFCAC00D,1653360300,23-05-2022 18:45:00
22.25,60526,C1D8AFCAC00D,1653361200,23-05-2022 19:00:00
23,55659,C1D8AFCAC00D,1653362100,23-05-2022 19:15:00
21.88,51014,C1D8AFCAC00D,1653363000,23-05-2022 19:30:00
21.38,46423,C1D8AFCAC00D,1653363900,23-05-2022 19:45:00
21.63,41593,C1D8AFCAC00D,1653364800,23-05-2022 20:00:00
20.94,36972,C1D8AFCAC00D,1653365700,23-05-2022 20:15:00
20.06,32818,C1D8AFCAC00D,1653366600,23-05-2022 20:30:00
19.69,28373,C1D8AFCAC00D,1653367500,23-05-2022 20:45:00
19,24537,C1D8AFCAC00D,1653368400,23-05-2022 21:00:00
17.81,20463,C1D8AFCAC00D,1653369300,23-05-2022 21:15:00
16.94,16479,C1D8AFCAC00D,1653370200,23-05-2022 21:30:00
15.44,12842,C1D8AFCAC00D,1653371100,23-05-2022 21:45:00
11.75,8681,C1D8AFCAC00D,1653372000,23-05-2022 22:00:00
9.44,5115,C1D8AFCAC00D,1653372900,23-05-2022 22:15:00
8.63,4302,C1D8AFCAC00D,1653373800,23-05-2022 22:30:00
8,3472,C1D8AFCAC00D,1653374700,23-05-2022 22:45:00
