"","datetimeAK","Q.meters","depth.Meters"
"88",2021-05-18 21:45:00,148.946368,1.35636
"89",2021-05-18 22:00:00,148.946368,1.35636
"90",2021-05-18 22:15:00,150.07904,1.362456
"91",2021-05-18 22:30:00,148.946368,1.35636
"92",2021-05-18 22:45:00,148.946368,1.35636
"93",2021-05-18 23:00:00,148.946368,1.35636
"94",2021-05-18 23:15:00,150.645376,1.365504
"95",2021-05-18 23:30:00,150.645376,1.365504
"96",2021-05-18 23:45:00,149.512704,1.359408
"97",2021-05-19 00:00:00,150.645376,1.365504
"98",2021-05-19 00:15:00,148.380032,1.353312
"99",2021-05-19 00:30:00,151.211712,1.368552
"100",2021-05-19 00:45:00,150.07904,1.362456
"101",2021-05-19 01:00:00,149.512704,1.359408
"102",2021-05-19 01:15:00,149.512704,1.359408
"103",2021-05-19 01:30:00,150.645376,1.365504
"104",2021-05-19 01:45:00,148.946368,1.35636
"105",2021-05-19 02:00:00,150.07904,1.362456
"106",2021-05-19 02:15:00,148.946368,1.35636
"107",2021-05-19 02:30:00,148.946368,1.35636
"108",2021-05-19 02:45:00,148.946368,1.35636
"109",2021-05-19 03:00:00,148.380032,1.353312
"110",2021-05-19 03:15:00,148.946368,1.35636
"111",2021-05-19 03:30:00,147.813696,1.350264
"112",2021-05-19 03:45:00,147.24736,1.347216
"113",2021-05-19 04:00:00,147.24736,1.347216
"114",2021-05-19 04:15:00,146.681024,1.344168
"115",2021-05-19 04:30:00,146.114688,1.34112
"116",2021-05-19 04:45:00,146.114688,1.34112
"117",2021-05-19 05:00:00,144.982016,1.335024
"118",2021-05-19 05:15:00,144.41568,1.331976
"119",2021-05-19 05:30:00,143.849344,1.328928
"120",2021-05-19 05:45:00,143.849344,1.328928
"121",2021-05-19 06:00:00,143.849344,1.328928
"122",2021-05-19 06:15:00,142.716672,1.322832
"123",2021-05-19 06:30:00,141.867168,1.316736
"124",2021-05-19 06:45:00,141.867168,1.316736
"125",2021-05-19 07:00:00,141.300832,1.313688
"126",2021-05-19 07:15:00,141.300832,1.313688
"127",2021-05-19 07:30:00,139.601824,1.304544
"128",2021-05-19 07:45:00,139.601824,1.304544
"129",2021-05-19 08:00:00,139.601824,1.304544
"130",2021-05-19 08:15:00,138.469152,1.298448
"131",2021-05-19 08:30:00,138.469152,1.298448
"132",2021-05-19 08:45:00,137.902816,1.2954
"133",2021-05-19 09:00:00,137.33648,1.292352
"134",2021-05-19 09:15:00,137.33648,1.292352
"135",2021-05-19 09:30:00,135.637472,1.283208
"136",2021-05-19 09:45:00,136.770144,1.289304
"137",2021-05-19 10:00:00,133.938464,1.274064
"138",2021-05-19 10:15:00,134.5048,1.277112
"139",2021-05-19 10:30:00,134.5048,1.277112
"140",2021-05-19 10:45:00,133.938464,1.274064
"141",2021-05-19 11:00:00,133.372128,1.271016
"142",2021-05-19 11:15:00,133.08896,1.267968
"143",2021-05-19 11:30:00,133.08896,1.267968
"144",2021-05-19 11:45:00,132.522624,1.26492
"145",2021-05-19 12:00:00,131.389952,1.258824
"146",2021-05-19 12:15:00,130.823616,1.255776
"147",2021-05-19 12:30:00,131.389952,1.258824
"148",2021-05-19 12:45:00,130.823616,1.255776
"149",2021-05-19 13:00:00,129.690944,1.24968
"150",2021-05-19 13:15:00,129.690944,1.24968
"151",2021-05-19 13:30:00,129.124608,1.246632
"152",2021-05-19 13:45:00,127.991936,1.240536
"153",2021-05-19 14:00:00,128.558272,1.243584
"154",2021-05-19 14:15:00,127.991936,1.240536
"155",2021-05-19 14:30:00,127.991936,1.240536
"156",2021-05-19 14:45:00,126.576096,1.231392
"157",2021-05-19 15:00:00,126.576096,1.231392
"158",2021-05-19 15:15:00,125.443424,1.225296
"159",2021-05-19 15:30:00,126.00976,1.228344
"160",2021-05-19 15:45:00,124.877088,1.222248
"161",2021-05-19 16:00:00,126.00976,1.228344
"162",2021-05-19 16:15:00,124.877088,1.222248
"163",2021-05-19 16:30:00,124.877088,1.222248
"164",2021-05-19 16:45:00,125.443424,1.225296
"165",2021-05-19 17:00:00,124.310752,1.2192
"166",2021-05-19 17:15:00,124.310752,1.2192
"167",2021-05-19 17:30:00,125.443424,1.225296
"168",2021-05-19 17:45:00,124.310752,1.2192
"169",2021-05-19 18:00:00,123.744416,1.216152
"170",2021-05-19 18:15:00,123.461248,1.213104
"171",2021-05-19 18:30:00,123.461248,1.213104
"172",2021-05-19 18:45:00,123.461248,1.213104
"173",2021-05-19 19:00:00,122.894912,1.210056
"174",2021-05-19 19:15:00,123.461248,1.213104
"175",2021-05-19 19:30:00,122.328576,1.207008
"176",2021-05-19 19:45:00,123.461248,1.213104
"177",2021-05-19 20:00:00,122.894912,1.210056
"178",2021-05-19 20:15:00,122.328576,1.207008
"179",2021-05-19 20:30:00,122.894912,1.210056
"180",2021-05-19 20:45:00,122.328576,1.207008
"181",2021-05-19 21:00:00,122.328576,1.207008
"182",2021-05-19 21:15:00,122.894912,1.210056
"183",2021-05-19 21:30:00,122.328576,1.207008
"184",2021-05-19 21:45:00,122.328576,1.207008
"185",2021-05-19 22:00:00,122.328576,1.207008
"186",2021-05-19 22:15:00,121.195904,1.200912
"187",2021-05-19 22:30:00,121.195904,1.200912
"188",2021-05-19 22:45:00,121.195904,1.200912
"189",2021-05-19 23:00:00,121.76224,1.20396
"190",2021-05-19 23:15:00,121.195904,1.200912
"191",2021-05-19 23:30:00,121.195904,1.200912
"192",2021-05-19 23:45:00,121.76224,1.20396
"193",2021-05-20 00:00:00,121.195904,1.200912
"194",2021-05-20 00:15:00,120.629568,1.197864
"195",2021-05-20 00:30:00,120.3464,1.194816
"196",2021-05-20 00:45:00,120.629568,1.197864
"197",2021-05-20 01:00:00,119.780064,1.191768
"198",2021-05-20 01:15:00,120.629568,1.197864
"199",2021-05-20 01:30:00,121.195904,1.200912
"200",2021-05-20 01:45:00,120.629568,1.197864
"201",2021-05-20 02:00:00,120.629568,1.197864
"202",2021-05-20 02:15:00,119.213728,1.18872
"203",2021-05-20 02:30:00,119.213728,1.18872
"204",2021-05-20 02:45:00,119.780064,1.191768
"205",2021-05-20 03:00:00,119.780064,1.191768
"206",2021-05-20 03:15:00,119.213728,1.18872
"207",2021-05-20 03:30:00,118.081056,1.182624
"208",2021-05-20 03:45:00,118.647392,1.185672
"209",2021-05-20 04:00:00,118.081056,1.182624
"210",2021-05-20 04:15:00,117.51472,1.179576
"211",2021-05-20 04:30:00,118.647392,1.185672
"212",2021-05-20 04:45:00,117.51472,1.179576
"213",2021-05-20 05:00:00,117.231552,1.176528
"214",2021-05-20 05:15:00,117.51472,1.179576
"215",2021-05-20 05:30:00,117.231552,1.176528
"216",2021-05-20 05:45:00,116.665216,1.17348
"217",2021-05-20 06:00:00,116.665216,1.17348
"218",2021-05-20 06:15:00,115.532544,1.167384
"219",2021-05-20 06:30:00,116.09888,1.170432
"220",2021-05-20 06:45:00,115.532544,1.167384
"221",2021-05-20 07:00:00,114.966208,1.164336
"222",2021-05-20 07:15:00,114.966208,1.164336
"223",2021-05-20 07:30:00,114.68304,1.161288
"224",2021-05-20 07:45:00,114.68304,1.161288
"225",2021-05-20 08:00:00,114.966208,1.164336
"226",2021-05-20 08:15:00,114.116704,1.15824
"227",2021-05-20 08:30:00,113.550368,1.155192
"228",2021-05-20 08:45:00,113.550368,1.155192
"229",2021-05-20 09:00:00,112.417696,1.149096
"230",2021-05-20 09:15:00,112.417696,1.149096
"231",2021-05-20 09:30:00,112.417696,1.149096
"232",2021-05-20 09:45:00,112.134528,1.146048
"233",2021-05-20 10:00:00,112.417696,1.149096
"234",2021-05-20 10:15:00,111.001856,1.139952
"235",2021-05-20 10:30:00,110.43552,1.136904
"236",2021-05-20 10:45:00,110.43552,1.136904
"237",2021-05-20 11:00:00,110.43552,1.136904
"238",2021-05-20 11:15:00,109.869184,1.133856
"239",2021-05-20 11:30:00,109.869184,1.133856
"240",2021-05-20 11:45:00,109.586016,1.130808
"241",2021-05-20 12:00:00,108.453344,1.124712
"242",2021-05-20 12:15:00,107.887008,1.121664
"243",2021-05-20 12:30:00,109.01968,1.12776
"244",2021-05-20 12:45:00,107.60384,1.118616
"245",2021-05-20 13:00:00,108.453344,1.124712
"246",2021-05-20 13:15:00,108.453344,1.124712
"247",2021-05-20 13:30:00,107.887008,1.121664
"248",2021-05-20 13:45:00,106.471168,1.11252
"249",2021-05-20 14:00:00,107.037504,1.115568
"250",2021-05-20 14:15:00,107.037504,1.115568
"251",2021-05-20 14:30:00,105.904832,1.109472
"252",2021-05-20 14:45:00,105.621664,1.106424
"253",2021-05-20 15:00:00,107.037504,1.115568
"254",2021-05-20 15:15:00,105.904832,1.109472
"255",2021-05-20 15:30:00,105.621664,1.106424
"256",2021-05-20 15:45:00,105.904832,1.109472
"257",2021-05-20 16:00:00,105.621664,1.106424
"258",2021-05-20 16:15:00,105.621664,1.106424
"259",2021-05-20 16:30:00,105.055328,1.103376
"260",2021-05-20 16:45:00,105.621664,1.106424
"261",2021-05-20 17:00:00,105.621664,1.106424
"262",2021-05-20 17:15:00,105.055328,1.103376
"263",2021-05-20 17:30:00,105.055328,1.103376
"264",2021-05-20 17:45:00,105.055328,1.103376
"265",2021-05-20 18:00:00,104.488992,1.100328
"266",2021-05-20 18:15:00,105.621664,1.106424
"267",2021-05-20 18:30:00,105.904832,1.109472
"268",2021-05-20 18:45:00,105.055328,1.103376
"269",2021-05-20 19:00:00,105.621664,1.106424
"270",2021-05-20 19:15:00,105.621664,1.106424
"271",2021-05-20 19:30:00,105.621664,1.106424
"272",2021-05-20 19:45:00,105.621664,1.106424
"273",2021-05-20 20:00:00,105.055328,1.103376
"274",2021-05-20 20:15:00,105.621664,1.106424
"275",2021-05-20 20:30:00,105.621664,1.106424
"276",2021-05-20 20:45:00,105.621664,1.106424
"277",2021-05-20 21:00:00,105.904832,1.109472
"278",2021-05-20 21:15:00,105.621664,1.106424
"279",2021-05-20 21:30:00,105.055328,1.103376
"280",2021-05-20 21:45:00,105.055328,1.103376
"281",2021-05-20 22:00:00,105.055328,1.103376
"282",2021-05-20 22:15:00,105.621664,1.106424
"283",2021-05-20 22:30:00,104.488992,1.100328
"284",2021-05-20 22:45:00,105.621664,1.106424
"285",2021-05-20 23:00:00,105.621664,1.106424
"286",2021-05-20 23:15:00,105.904832,1.109472
"287",2021-05-20 23:30:00,105.055328,1.103376
"288",2021-05-20 23:45:00,104.488992,1.100328
"289",2021-05-21 00:00:00,105.621664,1.106424
"290",2021-05-21 00:15:00,105.621664,1.106424
"291",2021-05-21 00:30:00,105.055328,1.103376
"292",2021-05-21 00:45:00,105.055328,1.103376
"293",2021-05-21 01:00:00,104.488992,1.100328
"294",2021-05-21 01:15:00,105.055328,1.103376
"295",2021-05-21 01:30:00,105.055328,1.103376
"296",2021-05-21 01:45:00,105.621664,1.106424
"297",2021-05-21 02:00:00,105.055328,1.103376
"298",2021-05-21 02:15:00,105.055328,1.103376
"299",2021-05-21 02:30:00,104.488992,1.100328
"300",2021-05-21 02:45:00,104.488992,1.100328
"301",2021-05-21 03:00:00,105.055328,1.103376
"302",2021-05-21 03:15:00,105.055328,1.103376
"303",2021-05-21 03:30:00,104.488992,1.100328
"304",2021-05-21 03:45:00,105.055328,1.103376
"305",2021-05-21 04:00:00,103.922656,1.09728
"306",2021-05-21 04:15:00,105.055328,1.103376
"307",2021-05-21 04:30:00,104.488992,1.100328
"308",2021-05-21 04:45:00,105.055328,1.103376
"309",2021-05-21 05:00:00,103.922656,1.09728
"310",2021-05-21 05:15:00,103.639488,1.094232
"311",2021-05-21 05:30:00,103.922656,1.09728
"312",2021-05-21 05:45:00,103.639488,1.094232
"313",2021-05-21 06:00:00,103.639488,1.094232
"314",2021-05-21 06:15:00,103.073152,1.091184
"315",2021-05-21 06:30:00,103.639488,1.094232
"316",2021-05-21 06:45:00,103.073152,1.091184
"317",2021-05-21 07:00:00,103.639488,1.094232
"318",2021-05-21 07:15:00,103.073152,1.091184
"319",2021-05-21 07:30:00,103.073152,1.091184
"320",2021-05-21 07:45:00,102.506816,1.088136
"321",2021-05-21 08:00:00,103.073152,1.091184
"322",2021-05-21 08:15:00,102.223648,1.085088
"323",2021-05-21 08:30:00,102.506816,1.088136
"324",2021-05-21 08:45:00,101.657312,1.08204
"325",2021-05-21 09:00:00,101.090976,1.078992
"326",2021-05-21 09:15:00,101.657312,1.08204
"327",2021-05-21 09:30:00,101.090976,1.078992
"328",2021-05-21 09:45:00,100.52464,1.075944
"329",2021-05-21 10:00:00,100.52464,1.075944
"330",2021-05-21 10:15:00,100.52464,1.075944
"331",2021-05-21 10:30:00,100.52464,1.075944
"332",2021-05-21 10:45:00,99.675136,1.069848
"333",2021-05-21 11:00:00,99.675136,1.069848
"334",2021-05-21 11:15:00,100.241472,1.072896
"335",2021-05-21 11:30:00,99.675136,1.069848
"336",2021-05-21 11:45:00,99.1088,1.0668
"337",2021-05-21 12:00:00,99.1088,1.0668
"338",2021-05-21 12:15:00,99.1088,1.0668
"339",2021-05-21 12:30:00,98.259296,1.060704
"340",2021-05-21 12:45:00,98.825632,1.063752
"341",2021-05-21 13:00:00,97.69296,1.057656
"342",2021-05-21 13:15:00,98.825632,1.063752
"343",2021-05-21 13:30:00,97.69296,1.057656
"344",2021-05-21 13:45:00,97.409792,1.054608
"345",2021-05-21 14:00:00,98.259296,1.060704
"346",2021-05-21 14:15:00,97.409792,1.054608
"347",2021-05-21 14:30:00,97.69296,1.057656
"348",2021-05-21 14:45:00,96.843456,1.05156
"349",2021-05-21 15:00:00,97.409792,1.054608
"350",2021-05-21 15:15:00,97.409792,1.054608
"351",2021-05-21 15:30:00,97.409792,1.054608
"352",2021-05-21 15:45:00,96.843456,1.05156
"353",2021-05-21 16:00:00,95.710784,1.045464
"354",2021-05-21 16:15:00,94.86128,1.039368
"355",2021-05-21 16:30:00,96.27712,1.048512
"356",2021-05-21 16:45:00,96.27712,1.048512
"357",2021-05-21 17:00:00,94.86128,1.039368
"358",2021-05-21 17:15:00,96.27712,1.048512
"359",2021-05-21 17:30:00,95.710784,1.045464
"360",2021-05-21 17:45:00,96.27712,1.048512
"361",2021-05-21 18:00:00,95.710784,1.045464
"362",2021-05-21 18:15:00,95.710784,1.045464
"363",2021-05-21 18:30:00,95.710784,1.045464
"364",2021-05-21 18:45:00,96.843456,1.05156
"365",2021-05-21 19:00:00,95.710784,1.045464
"366",2021-05-21 19:15:00,95.710784,1.045464
"367",2021-05-21 19:30:00,96.27712,1.048512
"368",2021-05-21 19:45:00,95.710784,1.045464
"369",2021-05-21 20:00:00,95.710784,1.045464
"370",2021-05-21 20:15:00,96.27712,1.048512
"371",2021-05-21 20:30:00,96.843456,1.05156
"372",2021-05-21 20:45:00,96.27712,1.048512
"373",2021-05-21 21:00:00,97.409792,1.054608
"374",2021-05-21 21:15:00,97.409792,1.054608
"375",2021-05-21 21:30:00,96.843456,1.05156
"376",2021-05-21 21:45:00,96.843456,1.05156
"377",2021-05-21 22:00:00,96.27712,1.048512
"378",2021-05-21 22:15:00,97.409792,1.054608
"379",2021-05-21 22:30:00,96.843456,1.05156
"380",2021-05-21 22:45:00,97.409792,1.054608
"381",2021-05-21 23:00:00,97.69296,1.057656
"382",2021-05-21 23:15:00,97.69296,1.057656
"383",2021-05-21 23:30:00,97.409792,1.054608
"384",2021-05-21 23:45:00,98.259296,1.060704
"385",2021-05-22 00:00:00,98.259296,1.060704
"386",2021-05-22 00:15:00,98.825632,1.063752
"387",2021-05-22 00:30:00,98.259296,1.060704
"388",2021-05-22 00:45:00,98.825632,1.063752
"389",2021-05-22 01:00:00,98.825632,1.063752
"390",2021-05-22 01:15:00,98.825632,1.063752
"391",2021-05-22 01:30:00,99.1088,1.0668
"392",2021-05-22 01:45:00,98.825632,1.063752
"393",2021-05-22 02:00:00,99.1088,1.0668
"394",2021-05-22 02:15:00,98.825632,1.063752
"395",2021-05-22 02:30:00,99.1088,1.0668
"396",2021-05-22 02:45:00,99.675136,1.069848
"397",2021-05-22 03:00:00,99.675136,1.069848
"398",2021-05-22 03:15:00,99.1088,1.0668
"399",2021-05-22 03:30:00,99.1088,1.0668
"400",2021-05-22 03:45:00,99.1088,1.0668
"401",2021-05-22 04:00:00,99.675136,1.069848
"402",2021-05-22 04:15:00,100.241472,1.072896
"403",2021-05-22 04:30:00,99.675136,1.069848
"404",2021-05-22 04:45:00,99.675136,1.069848
"405",2021-05-22 05:00:00,99.675136,1.069848
"406",2021-05-22 05:15:00,99.675136,1.069848
"407",2021-05-22 05:30:00,99.675136,1.069848
"408",2021-05-22 05:45:00,99.675136,1.069848
"409",2021-05-22 06:00:00,99.675136,1.069848
"410",2021-05-22 06:15:00,99.1088,1.0668
"411",2021-05-22 06:30:00,100.241472,1.072896
"412",2021-05-22 06:45:00,99.1088,1.0668
"413",2021-05-22 07:00:00,99.1088,1.0668
"414",2021-05-22 07:15:00,98.825632,1.063752
"415",2021-05-22 07:30:00,99.1088,1.0668
"416",2021-05-22 07:45:00,99.675136,1.069848
"417",2021-05-22 08:00:00,98.825632,1.063752
"418",2021-05-22 08:15:00,99.675136,1.069848
"419",2021-05-22 08:30:00,98.825632,1.063752
"420",2021-05-22 08:45:00,98.259296,1.060704
"421",2021-05-22 09:00:00,98.825632,1.063752
"422",2021-05-22 09:15:00,98.259296,1.060704
"423",2021-05-22 09:30:00,98.825632,1.063752
"424",2021-05-22 09:45:00,97.69296,1.057656
"425",2021-05-22 10:00:00,97.69296,1.057656
"426",2021-05-22 10:15:00,97.69296,1.057656
"427",2021-05-22 10:30:00,97.69296,1.057656
"428",2021-05-22 10:45:00,96.843456,1.05156
"429",2021-05-22 11:00:00,96.843456,1.05156
"430",2021-05-22 11:15:00,96.843456,1.05156
"431",2021-05-22 11:30:00,96.843456,1.05156
"432",2021-05-22 11:45:00,96.27712,1.048512
"433",2021-05-22 12:00:00,95.710784,1.045464
"434",2021-05-22 12:15:00,95.427616,1.042416
"435",2021-05-22 12:30:00,95.710784,1.045464
"436",2021-05-22 12:45:00,95.710784,1.045464
"437",2021-05-22 13:00:00,95.427616,1.042416
"438",2021-05-22 13:15:00,94.86128,1.039368
"439",2021-05-22 13:30:00,94.86128,1.039368
"440",2021-05-22 13:45:00,94.86128,1.039368
"441",2021-05-22 14:00:00,94.86128,1.039368
"442",2021-05-22 14:15:00,94.294944,1.03632
"443",2021-05-22 14:30:00,94.294944,1.03632
"444",2021-05-22 14:45:00,94.294944,1.03632
"445",2021-05-22 15:00:00,92.879104,1.027176
"446",2021-05-22 15:15:00,93.44544,1.030224
"447",2021-05-22 15:30:00,93.44544,1.030224
"448",2021-05-22 15:45:00,92.879104,1.027176
"449",2021-05-22 16:00:00,92.879104,1.027176
"450",2021-05-22 16:15:00,92.879104,1.027176
"451",2021-05-22 16:30:00,92.879104,1.027176
"452",2021-05-22 16:45:00,92.879104,1.027176
"453",2021-05-22 17:00:00,93.44544,1.030224
"454",2021-05-22 17:15:00,92.595936,1.024128
"455",2021-05-22 17:30:00,92.595936,1.024128
"456",2021-05-22 17:45:00,92.879104,1.027176
"457",2021-05-22 18:00:00,92.0296,1.02108
"458",2021-05-22 18:15:00,92.0296,1.02108
"459",2021-05-22 18:30:00,92.595936,1.024128
"460",2021-05-22 18:45:00,92.595936,1.024128
"461",2021-05-22 19:00:00,92.595936,1.024128
"462",2021-05-22 19:15:00,92.595936,1.024128
"463",2021-05-22 19:30:00,92.595936,1.024128
"464",2021-05-22 19:45:00,92.0296,1.02108
"465",2021-05-22 20:00:00,92.0296,1.02108
"466",2021-05-22 20:15:00,92.879104,1.027176
"467",2021-05-22 20:30:00,92.0296,1.02108
"468",2021-05-22 20:45:00,92.0296,1.02108
"469",2021-05-22 21:00:00,91.746432,1.018032
"470",2021-05-22 21:15:00,92.0296,1.02108
"471",2021-05-22 21:30:00,92.595936,1.024128
"472",2021-05-22 21:45:00,92.595936,1.024128
"473",2021-05-22 22:00:00,92.595936,1.024128
"474",2021-05-22 22:15:00,92.879104,1.027176
"475",2021-05-22 22:30:00,92.595936,1.024128
"476",2021-05-22 22:45:00,92.879104,1.027176
"477",2021-05-22 23:00:00,92.879104,1.027176
"478",2021-05-22 23:15:00,93.44544,1.030224
"479",2021-05-22 23:30:00,94.011776,1.033272
"480",2021-05-22 23:45:00,92.595936,1.024128
"481",2021-05-23 00:00:00,94.011776,1.033272
"482",2021-05-23 00:15:00,93.44544,1.030224
"483",2021-05-23 00:30:00,94.011776,1.033272
"484",2021-05-23 00:45:00,94.011776,1.033272
"485",2021-05-23 01:00:00,94.011776,1.033272
"486",2021-05-23 01:15:00,94.86128,1.039368
"487",2021-05-23 01:30:00,95.427616,1.042416
"488",2021-05-23 01:45:00,95.710784,1.045464
"489",2021-05-23 02:00:00,96.27712,1.048512
"490",2021-05-23 02:15:00,96.27712,1.048512
"491",2021-05-23 02:30:00,96.27712,1.048512
"492",2021-05-23 02:45:00,96.843456,1.05156
"493",2021-05-23 03:00:00,97.409792,1.054608
"494",2021-05-23 03:15:00,97.409792,1.054608
"495",2021-05-23 03:30:00,97.69296,1.057656
"496",2021-05-23 03:45:00,98.825632,1.063752
"497",2021-05-23 04:00:00,98.259296,1.060704
"498",2021-05-23 04:15:00,98.825632,1.063752
"499",2021-05-23 04:30:00,99.675136,1.069848
"500",2021-05-23 04:45:00,99.675136,1.069848
"501",2021-05-23 05:00:00,100.241472,1.072896
"502",2021-05-23 05:15:00,100.52464,1.075944
"503",2021-05-23 05:30:00,100.241472,1.072896
"504",2021-05-23 05:45:00,100.52464,1.075944
"505",2021-05-23 06:00:00,101.090976,1.078992
"506",2021-05-23 06:15:00,101.657312,1.08204
"507",2021-05-23 06:30:00,102.223648,1.085088
"508",2021-05-23 06:45:00,101.657312,1.08204
"509",2021-05-23 07:00:00,102.506816,1.088136
"510",2021-05-23 07:15:00,102.223648,1.085088
"511",2021-05-23 07:30:00,102.223648,1.085088
"512",2021-05-23 07:45:00,102.506816,1.088136
"513",2021-05-23 08:00:00,102.506816,1.088136
"514",2021-05-23 08:15:00,102.223648,1.085088
"515",2021-05-23 08:30:00,102.506816,1.088136
"516",2021-05-23 08:45:00,103.922656,1.09728
"517",2021-05-23 09:00:00,103.639488,1.094232
"518",2021-05-23 09:15:00,103.922656,1.09728
"519",2021-05-23 09:30:00,103.073152,1.091184
"520",2021-05-23 09:45:00,103.639488,1.094232
"521",2021-05-23 10:00:00,103.639488,1.094232
"522",2021-05-23 10:15:00,103.639488,1.094232
"523",2021-05-23 10:30:00,103.073152,1.091184
"524",2021-05-23 10:45:00,103.922656,1.09728
"525",2021-05-23 11:00:00,103.639488,1.094232
"526",2021-05-23 11:15:00,103.639488,1.094232
"527",2021-05-23 11:30:00,103.922656,1.09728
"528",2021-05-23 11:45:00,103.639488,1.094232
"529",2021-05-23 12:00:00,104.488992,1.100328
"530",2021-05-23 12:15:00,103.922656,1.09728
"531",2021-05-23 12:30:00,103.639488,1.094232
"532",2021-05-23 12:45:00,104.488992,1.100328
"533",2021-05-23 13:00:00,103.639488,1.094232
"534",2021-05-23 13:15:00,103.922656,1.09728
"535",2021-05-23 13:30:00,103.639488,1.094232
"536",2021-05-23 13:45:00,103.639488,1.094232
