"Plot Title: 20574421_VAUL_2"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20574421_duplicate, SEN S/N: 20574421)","Temp, °C (LGR S/N: 20574421_duplicate, SEN S/N: 20574421)","Abs Pres Barom., kPa (LGR S/N: 20574425, SEN S/N: 20574425)","Water Level, meters (LGR S/N: null)"
73,05/11/21 11:00:00 AM,,,98.780,
74,05/11/21 11:15:00 AM,,,98.785,
75,05/11/21 11:30:00 AM,,,98.789,
76,05/11/21 11:45:00 AM,,,98.765,
77,05/11/21 12:00:00 PM,,,98.785,
78,05/11/21 12:15:00 PM,,,98.742,
79,05/11/21 12:30:00 PM,,,98.754,
80,05/11/21 12:45:00 PM,,,98.749,
81,05/11/21 01:00:00 PM,,,98.748,
82,05/11/21 01:15:00 PM,,,98.711,
83,05/11/21 01:30:00 PM,,,98.734,
84,05/11/21 01:45:00 PM,,,98.705,
85,05/11/21 02:00:00 PM,,,98.713,
86,05/11/21 02:15:00 PM,,,98.711,
87,05/11/21 02:30:00 PM,,,98.733,
88,05/11/21 02:45:00 PM,,,98.744,
89,05/11/21 03:00:00 PM,,,98.726,
90,05/11/21 03:15:00 PM,,,98.737,
91,05/11/21 03:30:00 PM,,,98.746,
92,05/11/21 03:45:00 PM,,,98.756,
93,05/11/21 04:00:00 PM,,,98.707,
94,05/11/21 04:15:00 PM,,,98.736,
95,05/11/21 04:30:00 PM,,,98.730,
96,05/11/21 04:45:00 PM,,,98.746,
97,05/11/21 05:00:00 PM,,,98.730,
98,05/11/21 05:15:00 PM,,,98.735,
99,05/11/21 05:30:00 PM,,,98.732,
100,05/11/21 05:45:00 PM,,,98.739,
101,05/11/21 06:00:00 PM,,,98.747,
102,05/11/21 06:15:00 PM,,,98.752,
103,05/11/21 06:30:00 PM,,,98.761,
104,05/11/21 06:45:00 PM,,,98.801,
105,05/11/21 07:00:00 PM,,,98.808,
106,05/11/21 07:15:00 PM,,,98.829,
107,05/11/21 07:30:00 PM,,,98.850,
108,05/11/21 07:45:00 PM,,,98.881,
109,05/11/21 08:00:00 PM,,,98.905,
110,05/11/21 08:15:00 PM,,,98.934,
111,05/11/21 08:30:00 PM,,,98.957,
112,05/11/21 08:45:00 PM,,,98.973,
113,05/11/21 09:00:00 PM,,,98.984,
114,05/11/21 09:15:00 PM,,,99.005,
115,05/11/21 09:30:00 PM,,,98.999,
116,05/11/21 09:45:00 PM,,,99.033,
117,05/11/21 10:00:00 PM,,,99.087,
118,05/11/21 10:15:00 PM,,,99.101,
119,05/11/21 10:30:00 PM,,,99.129,
120,05/11/21 10:45:00 PM,,,99.151,
121,05/11/21 11:00:00 PM,,,99.192,
122,05/11/21 11:15:00 PM,,,99.208,
123,05/11/21 11:30:00 PM,,,99.242,
124,05/11/21 11:45:00 PM,,,99.304,
125,05/12/21 12:00:00 AM,,,99.311,
126,05/12/21 12:15:00 AM,,,99.329,
127,05/12/21 12:30:00 AM,,,99.335,
128,05/12/21 12:45:00 AM,,,99.353,
129,05/12/21 01:00:00 AM,,,99.370,
130,05/12/21 01:15:00 AM,,,99.369,
131,05/12/21 01:30:00 AM,,,99.388,
132,05/12/21 01:45:00 AM,,,99.407,
133,05/12/21 02:00:00 AM,,,99.426,
134,05/12/21 02:15:00 AM,,,99.433,
135,05/12/21 02:30:00 AM,,,99.440,
136,05/12/21 02:45:00 AM,,,99.453,
137,05/12/21 03:00:00 AM,,,99.453,
138,05/12/21 03:15:00 AM,,,99.455,
139,05/12/21 03:30:00 AM,,,99.467,
140,05/12/21 03:45:00 AM,,,99.465,
141,05/12/21 04:00:00 AM,,,99.469,
142,05/12/21 04:15:00 AM,,,99.482,
143,05/12/21 04:30:00 AM,,,99.506,
144,05/12/21 04:45:00 AM,,,99.496,
145,05/12/21 05:00:00 AM,,,99.509,
146,05/12/21 05:15:00 AM,,,99.509,
147,05/12/21 05:30:00 AM,,,99.532,
148,05/12/21 05:45:00 AM,,,99.535,
149,05/12/21 06:00:00 AM,,,99.527,
150,05/12/21 06:15:00 AM,,,99.540,
151,05/12/21 06:30:00 AM,,,99.566,
152,05/12/21 06:45:00 AM,,,99.558,
153,05/12/21 07:00:00 AM,,,99.583,
154,05/12/21 07:15:00 AM,,,99.574,
155,05/12/21 07:30:00 AM,,,99.564,
156,05/12/21 07:45:00 AM,,,99.562,
157,05/12/21 08:00:00 AM,,,99.567,
158,05/12/21 08:15:00 AM,,,99.568,
159,05/12/21 08:30:00 AM,,,99.555,
160,05/12/21 08:45:00 AM,,,99.531,
161,05/12/21 09:00:00 AM,,,99.550,
162,05/12/21 09:15:00 AM,,,99.539,
163,05/12/21 09:30:00 AM,,,99.552,
164,05/12/21 09:45:00 AM,,,99.509,
165,05/12/21 10:00:00 AM,,,99.508,
166,05/12/21 10:15:00 AM,,,99.525,
167,05/12/21 10:30:00 AM,,,99.509,
168,05/12/21 10:45:00 AM,,,99.412,
169,05/12/21 11:00:00 AM,,,99.425,
170,05/12/21 11:15:00 AM,,,99.450,
171,05/12/21 11:30:00 AM,,,99.444,
172,05/12/21 11:45:00 AM,,,99.450,
173,05/12/21 12:00:00 PM,,,99.474,
174,05/12/21 12:15:00 PM,,,99.442,
175,05/12/21 12:30:00 PM,,,99.470,
176,05/12/21 12:45:00 PM,,,99.472,
177,05/12/21 01:00:00 PM,,,99.473,
178,05/12/21 01:15:00 PM,,,99.458,
179,05/12/21 01:30:00 PM,,,99.429,
180,05/12/21 01:45:00 PM,,,99.432,
181,05/12/21 02:00:00 PM,,,99.476,
182,05/12/21 02:15:00 PM,,,99.513,
183,05/12/21 02:30:00 PM,,,99.527,
184,05/12/21 02:45:00 PM,,,99.525,
185,05/12/21 03:00:00 PM,,,99.527,
186,05/12/21 03:15:00 PM,,,99.530,
187,05/12/21 03:30:00 PM,,,99.530,
188,05/12/21 03:45:00 PM,,,99.509,
189,05/12/21 04:00:00 PM,,,99.473,
190,05/12/21 04:15:00 PM,,,99.509,
191,05/12/21 04:30:00 PM,,,99.577,
192,05/12/21 04:45:00 PM,,,99.502,
193,05/12/21 05:00:00 PM,,,99.467,
194,05/12/21 05:15:00 PM,,,99.450,
195,05/12/21 05:30:00 PM,,,99.444,
196,05/12/21 05:45:00 PM,,,99.418,
197,05/12/21 06:00:00 PM,,,99.498,
198,05/12/21 06:15:00 PM,,,99.539,
199,05/12/21 06:30:00 PM,,,99.528,
200,05/12/21 06:45:00 PM,,,99.495,
201,05/12/21 07:00:00 PM,,,99.492,
202,05/12/21 07:15:00 PM,,,99.515,
203,05/12/21 07:30:00 PM,,,99.511,
204,05/12/21 07:45:00 PM,,,99.511,
205,05/12/21 08:00:00 PM,,,99.516,
206,05/12/21 08:15:00 PM,,,99.535,
207,05/12/21 08:30:00 PM,,,99.520,
208,05/12/21 08:45:00 PM,,,99.553,
209,05/12/21 09:00:00 PM,,,99.584,
210,05/12/21 09:15:00 PM,,,99.617,
211,05/12/21 09:30:00 PM,,,99.639,
212,05/12/21 09:45:00 PM,,,99.657,
213,05/12/21 10:00:00 PM,,,99.670,
214,05/12/21 10:15:00 PM,,,99.693,
215,05/12/21 10:30:00 PM,,,99.703,
216,05/12/21 10:45:00 PM,,,99.712,
217,05/12/21 11:00:00 PM,,,99.741,
218,05/12/21 11:15:00 PM,,,99.758,
219,05/12/21 11:30:00 PM,,,99.774,
220,05/12/21 11:45:00 PM,,,99.799,
221,05/13/21 12:00:00 AM,,,99.780,
222,05/13/21 12:15:00 AM,,,99.796,
223,05/13/21 12:30:00 AM,,,99.798,
224,05/13/21 12:45:00 AM,,,99.826,
225,05/13/21 01:00:00 AM,,,99.808,
226,05/13/21 01:15:00 AM,,,99.851,
227,05/13/21 01:30:00 AM,,,99.846,
228,05/13/21 01:45:00 AM,,,99.846,
229,05/13/21 02:00:00 AM,,,99.832,
230,05/13/21 02:15:00 AM,,,99.851,
231,05/13/21 02:30:00 AM,,,99.862,
232,05/13/21 02:45:00 AM,,,99.880,
233,05/13/21 03:00:00 AM,,,99.874,
234,05/13/21 03:15:00 AM,,,99.893,
235,05/13/21 03:30:00 AM,,,99.911,
236,05/13/21 03:45:00 AM,,,99.919,
237,05/13/21 04:00:00 AM,,,99.916,
238,05/13/21 04:15:00 AM,,,99.934,
239,05/13/21 04:30:00 AM,,,99.938,
240,05/13/21 04:45:00 AM,,,99.952,
241,05/13/21 05:00:00 AM,,,99.963,
242,05/13/21 05:15:00 AM,,,99.952,
243,05/13/21 05:30:00 AM,,,99.963,
244,05/13/21 05:45:00 AM,,,99.927,
245,05/13/21 06:00:00 AM,,,99.931,
246,05/13/21 06:15:00 AM,,,99.933,
247,05/13/21 06:30:00 AM,,,99.904,
248,05/13/21 06:45:00 AM,,,99.911,
249,05/13/21 07:00:00 AM,,,99.881,
250,05/13/21 07:15:00 AM,,,99.882,
251,05/13/21 07:30:00 AM,,,99.832,
252,05/13/21 07:45:00 AM,,,99.804,
253,05/13/21 08:00:00 AM,,,99.717,
254,05/13/21 08:15:00 AM,,,99.759,
255,05/13/21 08:30:00 AM,,,99.733,
256,05/13/21 08:45:00 AM,,,99.727,
257,05/13/21 09:00:00 AM,,,99.746,
258,05/13/21 09:15:00 AM,,,99.718,
259,05/13/21 09:30:00 AM,,,99.692,
260,05/13/21 09:45:00 AM,,,99.671,
261,05/13/21 10:00:00 AM,,,99.673,
262,05/13/21 10:15:00 AM,,,99.647,
263,05/13/21 10:30:00 AM,,,99.629,
264,05/13/21 10:45:00 AM,,,99.587,
265,05/13/21 11:00:00 AM,,,99.540,
266,05/13/21 11:15:00 AM,,,99.539,
267,05/13/21 11:30:00 AM,,,99.544,
268,05/13/21 11:45:00 AM,,,99.528,
269,05/13/21 12:00:00 PM,,,99.552,
270,05/13/21 12:15:00 PM,,,99.483,
271,05/13/21 12:30:00 PM,,,99.521,
272,05/13/21 12:45:00 PM,,,99.481,
273,05/13/21 01:00:00 PM,,,99.495,
274,05/13/21 01:15:00 PM,,,99.436,
275,05/13/21 01:30:00 PM,,,99.436,
276,05/13/21 01:45:00 PM,,,99.421,
277,05/13/21 02:00:00 PM,,,99.436,
278,05/13/21 02:15:00 PM,,,99.433,
279,05/13/21 02:30:00 PM,,,99.453,
280,05/13/21 02:45:00 PM,,,99.409,
281,05/13/21 03:00:00 PM,,,99.394,
282,05/13/21 03:15:00 PM,,,99.379,
283,05/13/21 03:30:00 PM,,,99.328,
284,05/13/21 03:45:00 PM,,,99.333,
285,05/13/21 04:00:00 PM,,,99.310,
286,05/13/21 04:15:00 PM,,,99.352,
287,05/13/21 04:30:00 PM,,,99.344,
288,05/13/21 04:45:00 PM,,,99.272,
289,05/13/21 05:00:00 PM,,,99.265,
290,05/13/21 05:15:00 PM,,,99.223,
291,05/13/21 05:30:00 PM,,,99.204,
292,05/13/21 05:45:00 PM,,,99.184,
293,05/13/21 06:00:00 PM,,,99.181,
294,05/13/21 06:15:00 PM,,,99.185,
295,05/13/21 06:30:00 PM,,,99.159,
296,05/13/21 06:45:00 PM,,,99.156,
297,05/13/21 07:00:00 PM,,,99.151,
298,05/13/21 07:15:00 PM,,,99.139,
299,05/13/21 07:30:00 PM,,,99.122,
300,05/13/21 07:45:00 PM,,,99.130,
301,05/13/21 08:00:00 PM,,,99.120,
302,05/13/21 08:15:00 PM,,,99.102,
303,05/13/21 08:30:00 PM,,,99.088,
304,05/13/21 08:45:00 PM,,,99.089,
305,05/13/21 09:00:00 PM,,,99.092,
306,05/13/21 09:15:00 PM,,,99.099,
307,05/13/21 09:30:00 PM,,,99.115,
308,05/13/21 09:45:00 PM,,,99.089,
309,05/13/21 10:00:00 PM,,,99.126,
310,05/13/21 10:15:00 PM,,,99.161,
311,05/13/21 10:30:00 PM,,,99.175,
312,05/13/21 10:45:00 PM,,,99.191,
313,05/13/21 11:00:00 PM,,,99.214,
314,05/13/21 11:15:00 PM,,,99.230,
315,05/13/21 11:30:00 PM,,,99.242,
316,05/13/21 11:45:00 PM,,,99.251,
317,05/14/21 12:00:00 AM,,,99.247,
318,05/14/21 12:15:00 AM,,,99.262,
319,05/14/21 12:30:00 AM,,,99.258,
320,05/14/21 12:45:00 AM,,,99.263,
321,05/14/21 01:00:00 AM,,,99.267,
322,05/14/21 01:15:00 AM,,,99.264,
323,05/14/21 01:30:00 AM,,,99.294,
324,05/14/21 01:45:00 AM,,,99.297,
325,05/14/21 02:00:00 AM,,,99.280,
326,05/14/21 02:15:00 AM,,,99.288,
327,05/14/21 02:30:00 AM,,,99.272,
328,05/14/21 02:45:00 AM,,,99.270,
329,05/14/21 03:00:00 AM,,,99.265,
330,05/14/21 03:15:00 AM,,,99.262,
331,05/14/21 03:30:00 AM,,,99.259,
332,05/14/21 03:45:00 AM,,,99.264,
333,05/14/21 04:00:00 AM,,,99.248,
334,05/14/21 04:15:00 AM,,,99.252,
335,05/14/21 04:30:00 AM,,,99.260,
336,05/14/21 04:45:00 AM,,,99.246,
337,05/14/21 05:00:00 AM,,,99.232,
338,05/14/21 05:15:00 AM,,,99.232,
339,05/14/21 05:30:00 AM,,,99.224,
340,05/14/21 05:45:00 AM,,,99.217,
341,05/14/21 06:00:00 AM,,,99.212,
342,05/14/21 06:15:00 AM,,,99.203,
343,05/14/21 06:30:00 AM,,,99.184,
344,05/14/21 06:45:00 AM,,,99.198,
345,05/14/21 07:00:00 AM,,,99.169,
346,05/14/21 07:15:00 AM,,,99.164,
347,05/14/21 07:30:00 AM,,,99.070,
348,05/14/21 07:45:00 AM,,,98.988,
349,05/14/21 08:00:00 AM,,,99.070,
350,05/14/21 08:15:00 AM,,,99.031,
351,05/14/21 08:30:00 AM,,,99.036,
352,05/14/21 08:45:00 AM,,,98.994,
353,05/14/21 09:00:00 AM,,,98.988,
354,05/14/21 09:15:00 AM,,,98.977,
355,05/14/21 09:30:00 AM,,,98.949,
356,05/14/21 09:45:00 AM,,,98.928,
357,05/14/21 10:00:00 AM,,,98.894,
358,05/14/21 10:15:00 AM,,,98.887,
359,05/14/21 10:30:00 AM,,,98.870,
360,05/14/21 10:45:00 AM,,,98.782,
361,05/14/21 11:00:00 AM,,,98.797,
362,05/14/21 11:15:00 AM,,,98.795,
363,05/14/21 11:30:00 AM,,,98.786,
364,05/14/21 11:45:00 AM,,,98.808,
365,05/14/21 12:00:00 PM,,,98.744,
366,05/14/21 12:15:00 PM,,,98.755,
367,05/14/21 12:30:00 PM,,,98.718,
368,05/14/21 12:45:00 PM,,,98.712,
369,05/14/21 01:00:00 PM,,,98.677,
370,05/14/21 01:15:00 PM,,,98.638,
371,05/14/21 01:30:00 PM,,,98.627,
372,05/14/21 01:45:00 PM,,,98.655,
373,05/14/21 02:00:00 PM,,,98.634,
374,05/14/21 02:15:00 PM,,,98.639,
375,05/14/21 02:30:00 PM,,,98.620,
376,05/14/21 02:45:00 PM,,,98.610,
377,05/14/21 03:00:00 PM,,,98.596,
378,05/14/21 03:15:00 PM,,,98.578,
379,05/14/21 03:30:00 PM,,,98.543,
380,05/14/21 03:45:00 PM,,,98.547,
381,05/14/21 04:00:00 PM,,,98.539,
382,05/14/21 04:15:00 PM,,,98.513,
383,05/14/21 04:30:00 PM,,,98.532,
384,05/14/21 04:45:00 PM,,,98.511,
385,05/14/21 05:00:00 PM,,,98.489,
386,05/14/21 05:15:00 PM,,,98.459,
387,05/14/21 05:30:00 PM,,,98.435,
388,05/14/21 05:45:00 PM,,,98.442,
389,05/14/21 06:00:00 PM,,,98.426,
390,05/14/21 06:15:00 PM,,,98.427,
391,05/14/21 06:30:00 PM,,,98.420,
392,05/14/21 06:45:00 PM,,,98.416,
393,05/14/21 07:00:00 PM,,,98.398,
394,05/14/21 07:15:00 PM,,,98.391,
395,05/14/21 07:30:00 PM,,,98.384,
396,05/14/21 07:45:00 PM,,,98.359,
397,05/14/21 08:00:00 PM,,,98.334,
398,05/14/21 08:15:00 PM,,,98.355,
399,05/14/21 08:30:00 PM,,,98.348,
400,05/14/21 08:45:00 PM,,,98.348,
401,05/14/21 09:00:00 PM,,,98.351,
402,05/14/21 09:15:00 PM,,,98.379,
403,05/14/21 09:30:00 PM,,,98.405,
404,05/14/21 09:45:00 PM,,,98.433,
405,05/14/21 10:00:00 PM,,,98.460,
406,05/14/21 10:15:00 PM,,,98.467,
407,05/14/21 10:30:00 PM,,,98.475,
408,05/14/21 10:45:00 PM,,,98.478,
409,05/14/21 11:00:00 PM,,,98.480,
410,05/14/21 11:15:00 PM,,,98.469,
411,05/14/21 11:30:00 PM,,,98.459,
412,05/14/21 11:45:00 PM,,,98.480,
413,05/15/21 12:00:00 AM,,,98.468,
414,05/15/21 12:15:00 AM,,,98.485,
415,05/15/21 12:30:00 AM,,,98.513,
416,05/15/21 12:45:00 AM,,,98.508,
417,05/15/21 01:00:00 AM,,,98.493,
418,05/15/21 01:15:00 AM,,,98.499,
419,05/15/21 01:30:00 AM,,,98.478,
420,05/15/21 01:45:00 AM,,,98.481,
421,05/15/21 02:00:00 AM,,,98.470,
422,05/15/21 02:15:00 AM,,,98.458,
423,05/15/21 02:30:00 AM,,,98.466,
424,05/15/21 02:45:00 AM,,,98.464,
425,05/15/21 03:00:00 AM,,,98.453,
426,05/15/21 03:15:00 AM,,,98.473,
427,05/15/21 03:30:00 AM,,,98.480,
428,05/15/21 03:45:00 AM,,,98.462,
429,05/15/21 04:00:00 AM,,,98.476,
430,05/15/21 04:15:00 AM,,,98.446,
431,05/15/21 04:30:00 AM,,,98.431,
432,05/15/21 04:45:00 AM,,,98.415,
433,05/15/21 05:00:00 AM,,,98.427,
434,05/15/21 05:15:00 AM,,,98.437,
435,05/15/21 05:30:00 AM,,,98.446,
436,05/15/21 05:45:00 AM,,,98.412,
437,05/15/21 06:00:00 AM,,,98.405,
438,05/15/21 06:15:00 AM,,,98.417,
439,05/15/21 06:30:00 AM,,,98.390,
440,05/15/21 06:45:00 AM,,,98.394,
441,05/15/21 07:00:00 AM,,,98.361,
442,05/15/21 07:15:00 AM,,,98.402,
443,05/15/21 07:30:00 AM,,,98.391,
444,05/15/21 07:45:00 AM,,,98.337,
445,05/15/21 08:00:00 AM,,,98.335,
446,05/15/21 08:15:00 AM,,,98.298,
447,05/15/21 08:30:00 AM,,,98.287,
448,05/15/21 08:45:00 AM,,,98.273,
449,05/15/21 09:00:00 AM,,,98.279,
450,05/15/21 09:15:00 AM,,,98.273,
451,05/15/21 09:30:00 AM,,,98.276,
452,05/15/21 09:45:00 AM,,,98.243,
453,05/15/21 10:00:00 AM,,,98.225,
454,05/15/21 10:15:00 AM,,,98.219,
455,05/15/21 10:30:00 AM,,,98.205,
456,05/15/21 10:45:00 AM,,,98.192,
457,05/15/21 11:00:00 AM,,,98.212,
458,05/15/21 11:15:00 AM,,,98.165,
459,05/15/21 11:30:00 AM,,,98.168,
460,05/15/21 11:45:00 AM,,,98.195,
461,05/15/21 12:00:00 PM,,,98.187,
462,05/15/21 12:15:00 PM,,,98.169,
463,05/15/21 12:30:00 PM,,,98.153,
464,05/15/21 12:45:00 PM,,,98.122,
465,05/15/21 01:00:00 PM,,,98.138,
466,05/15/21 01:15:00 PM,,,98.151,
467,05/15/21 01:30:00 PM,,,98.132,
468,05/15/21 01:45:00 PM,,,98.132,
469,05/15/21 02:00:00 PM,,,98.129,
470,05/15/21 02:15:00 PM,,,98.143,
471,05/15/21 02:30:00 PM,,,98.145,
472,05/15/21 02:45:00 PM,,,98.078,
473,05/15/21 03:00:00 PM,,,98.148,
474,05/15/21 03:15:00 PM,,,98.132,
475,05/15/21 03:30:00 PM,,,98.093,
476,05/15/21 03:45:00 PM,,,98.094,
477,05/15/21 04:00:00 PM,,,98.096,
478,05/15/21 04:15:00 PM,,,98.062,
479,05/15/21 04:30:00 PM,,,98.052,
480,05/15/21 04:45:00 PM,,,98.067,
481,05/15/21 05:00:00 PM,,,98.019,
482,05/15/21 05:15:00 PM,,,98.012,
483,05/15/21 05:30:00 PM,,,98.005,
484,05/15/21 05:45:00 PM,,,97.973,
485,05/15/21 06:00:00 PM,,,97.979,
486,05/15/21 06:15:00 PM,,,97.962,
487,05/15/21 06:30:00 PM,,,97.962,
488,05/15/21 06:45:00 PM,,,97.956,
489,05/15/21 07:00:00 PM,,,97.959,
490,05/15/21 07:15:00 PM,,,97.970,
491,05/15/21 07:30:00 PM,,,97.956,
492,05/15/21 07:45:00 PM,,,97.962,
493,05/15/21 08:00:00 PM,,,97.981,
494,05/15/21 08:15:00 PM,,,98.021,
495,05/15/21 08:30:00 PM,,,98.010,
496,05/15/21 08:45:00 PM,,,98.009,
497,05/15/21 09:00:00 PM,,,98.043,
498,05/15/21 09:15:00 PM,,,98.056,
499,05/15/21 09:30:00 PM,,,98.082,
500,05/15/21 09:45:00 PM,,,98.129,
501,05/15/21 10:00:00 PM,,,98.132,
502,05/15/21 10:15:00 PM,,,98.163,
503,05/15/21 10:30:00 PM,,,98.181,
504,05/15/21 10:45:00 PM,,,98.213,
505,05/15/21 11:00:00 PM,,,98.228,
506,05/15/21 11:15:00 PM,,,98.242,
507,05/15/21 11:30:00 PM,,,98.254,
508,05/15/21 11:45:00 PM,,,98.276,
509,05/16/21 12:00:00 AM,,,98.298,
510,05/16/21 12:15:00 AM,,,98.287,
511,05/16/21 12:30:00 AM,,,98.330,
512,05/16/21 12:45:00 AM,,,98.318,
513,05/16/21 01:00:00 AM,,,98.339,
514,05/16/21 01:15:00 AM,,,98.348,
515,05/16/21 01:30:00 AM,,,98.364,
516,05/16/21 01:45:00 AM,,,98.391,
517,05/16/21 02:00:00 AM,,,98.406,
518,05/16/21 02:15:00 AM,,,98.423,
519,05/16/21 02:30:00 AM,,,98.428,
520,05/16/21 02:45:00 AM,,,98.423,
521,05/16/21 03:00:00 AM,,,98.408,
522,05/16/21 03:15:00 AM,,,98.449,
523,05/16/21 03:30:00 AM,,,98.434,
524,05/16/21 03:45:00 AM,,,98.431,
525,05/16/21 04:00:00 AM,,,98.434,
526,05/16/21 04:15:00 AM,,,98.447,
527,05/16/21 04:30:00 AM,,,98.447,
528,05/16/21 04:45:00 AM,,,98.457,
529,05/16/21 05:00:00 AM,,,98.442,
530,05/16/21 05:15:00 AM,,,98.440,
531,05/16/21 05:30:00 AM,,,98.461,
532,05/16/21 05:45:00 AM,,,98.447,
533,05/16/21 06:00:00 AM,,,98.446,
534,05/16/21 06:15:00 AM,,,98.458,
535,05/16/21 06:30:00 AM,,,98.465,
536,05/16/21 06:45:00 AM,,,98.492,
537,05/16/21 07:00:00 AM,,,98.476,
538,05/16/21 07:15:00 AM,,,98.448,
539,05/16/21 07:30:00 AM,,,98.424,
540,05/16/21 07:45:00 AM,,,98.389,
541,05/16/21 08:00:00 AM,,,98.421,
542,05/16/21 08:15:00 AM,,,98.405,
543,05/16/21 08:30:00 AM,,,98.384,
544,05/16/21 08:45:00 AM,,,98.399,
545,05/16/21 09:00:00 AM,,,98.399,
546,05/16/21 09:15:00 AM,,,98.407,
547,05/16/21 09:30:00 AM,,,98.407,
548,05/16/21 09:45:00 AM,,,98.413,
549,05/16/21 10:00:00 AM,,,98.399,
550,05/16/21 10:15:00 AM,,,98.399,
551,05/16/21 10:30:00 AM,,,98.418,
552,05/16/21 10:45:00 AM,,,98.416,
553,05/16/21 11:00:00 AM,,,98.384,
554,05/16/21 11:15:00 AM,,,98.373,
555,05/16/21 11:30:00 AM,,,98.344,
556,05/16/21 11:45:00 AM,,,98.360,
557,05/16/21 12:00:00 PM,,,98.312,
558,05/16/21 12:15:00 PM,,,98.295,
559,05/16/21 12:30:00 PM,,,98.292,
560,05/16/21 12:45:00 PM,,,98.279,
561,05/16/21 01:00:00 PM,,,98.297,
562,05/16/21 01:15:00 PM,,,98.315,
563,05/16/21 01:30:00 PM,,,98.334,
564,05/16/21 01:45:00 PM,,,98.348,
565,05/16/21 02:00:00 PM,,,98.351,
566,05/16/21 02:15:00 PM,,,98.364,
567,05/16/21 02:30:00 PM,,,98.387,
568,05/16/21 02:45:00 PM,,,98.426,
569,05/16/21 03:00:00 PM,,,98.429,
